['273', '184', '934', '725', '196', '139', '154', '615', '636', '198', '837', '970', '181', '755', '114', '626', '967', '701', '493', '318']
['719', '159', '378', '272', '589', '61', '266', '151', '303', '912', '9', '668', '178', '157', '404', '886', '451', '454', '233', '15']
['348', '835', '117', '110', '282', '796', '709', '647', '907', '613', '914', '619', '543', '933', '873', '856', '310', '194', '939', '790']
['394', '465', '173', '545', '992', '57', '536', '816', '664', '893', '875', '791', '752', '547', '417', '368', '663', '987', '958', '635']
['195', '743', '535', '419', '484', '514', '724', '581', '973', '45', '477', '306', '607', '427', '149', '593', '757', '507', '710', '305']
['209', '508', '818', '147', '346', '740', '697', '611', '984', '819', '498', '848', '733', '910', '739', '212', '680', '278', '214', '623']
['532', '430', '380', '806', '385', '188', '782', '617', '120', '307', '880', '953', '271', '359', '666', '469', '753', '765', '192', '250']
['633', '840', '126', '850', '832', '223', '869', '237', '482', '325', '906', '817', '612', '274', '133', '642', '63', '190', '107', '491']
['255', '5', '702', '13', '588', '718', '24', '288', '699', '512', '985', '68', '649', '839', '955', '284', '265', '903', '468', '480']
['829', '786', '513', '146', '972', '312', '935', '492', '108', '140', '960', '473', '538', '411', '600', '270', '679', '897', '672', '286']
['676', '364', '232', '852', '820', '314', '281', '648', '395', '556', '807', '688', '321', '572', '384', '65', '387', '942', '766', '35']
['770', '240', '864', '311', '936', '236', '495', '357', '653', '275', '594', '292', '569', '424', '29', '888', '606', '293', '847', '698']
['823', '859', '52', '661', '169', '297', '231', '137', '742', '176', '50', '563', '968', '464', '779', '434', '185', '624', '797', '629']
['597', '252', '669', '67', '854', '260', '93', '2', '160', '6', '263', '870', '759', '885', '341', '998', '667', '878', '675', '511']
['851', '301', '340', '81', '887', '549', '486', '860', '476', '863', '872', '360', '249', '475', '170', '460', '259', '865', '553', '720']
['780', '527', '219', '208', '748', '485', '846', '183', '519', '448', '264', '161', '88', '605', '855', '567', '497', '443', '111', '590']
['423', '40', '515', '456', '479', '904', '433', '315', '397', '550', '352', '560', '917', '376', '84', '19', '639', '982', '329', '383']
['570', '506', '575', '849', '44', '882', '375', '871', '258', '462', '874', '14', '323', '82', '552', '845', '414', '85', '500', '603']
['338', '916', '426', '798', '622', '239', '708', '294', '12', '8', '694', '921', '978', '407', '158', '344', '90', '351', '440', '165']
['343', '276', '692', '211', '571', '355', '789', '700', '899', '474', '915', '27', '34', '879', '182', '138', '435', '925', '0', '518']
['682', '415', '947', '621', '116', '421', '721', '324', '620', '99', '800', '295', '370', '772', '156', '25', '172', '884', '36', '644']
['327', '356', '809', '540', '901', '822', '326', '722', '459', '587', '379', '330', '595', '372', '174', '381', '940', '345', '204', '60']
['735', '949', '70', '403', '336', '76', '389', '826', '197', '598', '66', '481', '976', '412', '87', '979', '80', '918', '911', '320']
['441', '131', '400', '457', '579', '235', '610', '951', '950', '428', '445', '777', '805', '659', '799', '202', '892', '813', '764', '439']
['646', '980', '562', '961', '580', '812', '269', '132', '591', '948', '534', '814', '592', '26', '833', '53', '983', '627', '801', '788']
['544', '38', '687', '716', '681', '825', '251', '509', '361', '815', '909', '354', '39', '634', '774', '997', '734', '838', '488', '501']
['601', '808', '16', '221', '193', '299', '583', '453', '902', '431', '858', '930', '51', '616', '585', '631', '763', '256', '761', '533']
['690', '883', '931', '371', '541', '322', '665', '794', '96', '10', '3', '79', '302', '802', '542', '599', '300', '328', '771', '245']
['727', '706', '349', '857', '253', '795', '996', '109', '339', '244', '517', '632', '891', '487', '821', '496', '28', '564', '959', '836']
['905', '416', '56', '876', '23', '106', '94', '227', '418', '568', '95', '268', '662', '122', '729', '118', '224', '555', '741', '248']
['747', '319', '866', '218', '696', '86', '705', '261', '524', '546', '630', '78', '285', '602', '510', '367', '946', '222', '31', '363']
['844', '41', '674', '768', '123', '153', '943', '58', '505', '683', '494', '539', '33', '401', '762', '21', '121', '243', '230', '438']
['91', '347', '504', '332', '981', '409', '945', '164', '528', '499', '30', '422', '127', '944', '923', '781', '189', '760', '989', '919']
['461', '150', '924', '522', '990', '670', '391', '736', '335', '388', '142', '640', '42', '811', '32', '695', '333', '582', '686', '37']
['215', '386', '941', '72', '247', '971', '502', '452', '999', '862', '737', '566', '828', '728', '867', '220', '100', '516', '609', '425']
['861', '775', '731', '130', '62', '926', '526', '988', '22', '472', '894', '685', '175', '889', '396', '704', '711', '187', '578', '490']
['148', '977', '841', '119', '751', '651', '471', '932', '898', '18', '446', '744', '489', '317', '750', '447', '283', '449', '337', '530']
['993', '938', '213', '558', '104', '746', '83', '217', '163', '890', '671', '645', '920', '964', '787', '134', '228', '895', '986', '831']
['143', '207', '17', '180', '677', '112', '908', '277', '565', '994', '308', '225', '995', '584', '296', '792', '548', '191', '577', '316']
['444', '673', '7', '262', '529', '77', '129', '342', '47', '144', '102', '206', '657', '105', '1', '168', '429', '842', '525', '152']
['586', '769', '628', '115', '730', '927', '723', '726', '732', '406', '136', '714', '715', '113', '125', '554', '952', '834', '523', '793']
['868', '450', '758', '773', '521', '141', '162', '280', '466', '551', '234', '827', '922', '467', '956', '937', '20', '374', '413', '238']
['365', '350', '399', '913', '290', '957', '660', '483', '241', '382', '713', '257', '313', '362', '287', '166', '463', '55', '229', '75']
['59', '656', '43', '74', '54', '46', '97', '179', '557', '304', '470', '641', '650', '975', '246', '289', '803', '574', '420', '778']
['691', '658', '537', '652', '745', '279', '974', '353', '242', '298', '561', '531', '402', '309', '877', '377', '124', '608', '596', '824']
['963', '366', '177', '145', '437', '954', '767', '200', '71', '784', '369', '73', '478', '442', '785', '373', '436', '804', '92', '254']
['392', '881', '89', '503', '135', '155', '756', '186', '966', '432', '559', '693', '689', '331', '576', '638', '965', '226', '520', '900']
['167', '390', '810', '405', '625', '573', '267', '48', '618', '458', '969', '703', '643', '128', '201', '614', '393', '410', '738', '334']
['929', '216', '103', '604', '962', '98', '830', '707', '678', '712', '776', '655', '199', '843', '853', '171', '654', '783', '896', '4']
['749', '754', '101', '203', '210', '69', '928', '637', '398', '455', '205', '408', '49', '717', '64', '291', '684', '11', '991', '358']
