['70', '180', '202', '219', '220', '221', '222', '223', '225', '226', '227', '228', '229', '231', '233', '234', '237', '239', '342', '471']
['2', '5', '8', '11', '34', '40', '45', '104', '165', '177', '276', '417', '482', '484', '485', '488', '490', '492', '493', '497']
['78', '160', '161', '163', '167', '172', '174', '190', '195', '285', '411', '448', '460', '461', '462', '463', '466', '468', '473', '475']
['91', '185', '256', '305', '313', '315', '340', '362', '363', '366', '367', '370', '375', '378', '379', '406', '424', '458', '470', '498']
['112', '130', '150', '264', '317', '407', '409', '414', '420', '423', '428', '429', '430', '431', '432', '434', '435', '437', '438', '439']
['120', '123', '124', '127', '131', '132', '133', '134', '135', '136', '138', '139', '162', '164', '168', '175', '179', '232', '270', '479']
['24', '53', '102', '103', '107', '109', '113', '114', '115', '118', '214', '262', '343', '352', '353', '354', '356', '444', '449', '476']
['6', '7', '62', '253', '324', '326', '332', '333', '371', '376', '377', '380', '389', '391', '392', '399', '402', '405', '436', '447']
['14', '15', '141', '157', '193', '280', '281', '282', '283', '284', '288', '290', '291', '292', '297', '298', '350', '381', '445', '495']
['60', '64', '65', '75', '111', '148', '300', '304', '306', '320', '322', '325', '330', '334', '335', '338', '345', '364', '403', '455']
['80', '87', '144', '147', '149', '153', '155', '156', '158', '159', '166', '181', '188', '191', '336', '346', '361', '372', '464', '469']
['22', '23', '32', '56', '122', '125', '126', '137', '143', '210', '311', '327', '328', '329', '401', '408', '422', '427', '457', '499']
['121', '145', '247', '301', '302', '307', '308', '309', '312', '314', '316', '318', '331', '369', '410', '413', '440', '442', '453', '472']
['81', '82', '83', '84', '86', '88', '89', '90', '92', '95', '96', '97', '98', '99', '100', '187', '189', '209', '412', '477']
['0', '3', '18', '50', '117', '151', '196', '197', '199', '249', '279', '289', '294', '295', '296', '299', '323', '368', '374', '433']
['43', '46', '51', '52', '108', '140', '142', '146', '152', '154', '170', '176', '272', '441', '443', '451', '452', '481', '491', '496']
['54', '106', '110', '119', '129', '183', '198', '200', '204', '208', '216', '218', '250', '261', '263', '277', '319', '365', '416', '418']
['29', '58', '77', '105', '236', '344', '348', '349', '355', '358', '383', '384', '385', '387', '390', '395', '396', '398', '404', '494']
['20', '21', '25', '26', '27', '28', '30', '31', '35', '36', '37', '38', '39', '59', '61', '192', '212', '266', '275', '359']
['1', '4', '9', '10', '12', '13', '19', '171', '207', '230', '321', '382', '386', '388', '397', '419', '480', '486', '487', '489']
['41', '71', '85', '93', '94', '178', '184', '194', '244', '245', '246', '248', '251', '252', '254', '255', '257', '258', '259', '394']
['68', '173', '224', '260', '265', '267', '268', '269', '271', '273', '274', '278', '303', '310', '337', '339', '421', '465', '474', '478']
['33', '101', '116', '169', '201', '203', '211', '215', '217', '235', '238', '240', '241', '243', '286', '287', '293', '425', '456', '459']
['16', '17', '66', '182', '186', '205', '206', '213', '242', '341', '347', '351', '357', '360', '373', '393', '400', '415', '446', '483']
['42', '44', '47', '48', '49', '55', '57', '63', '67', '69', '72', '73', '74', '76', '79', '128', '426', '450', '454', '467']
