['21', '67', '71', '98', '120', '131', '165', '213', '222', '250', '272', '311', '348', '355', '366', '370', '383', '456', '473', '497']
['5', '20', '29', '59', '64', '132', '220', '261', '268', '269', '286', '331', '338', '350', '371', '420', '453', '455', '472', '487']
['48', '119', '138', '141', '186', '197', '208', '274', '288', '313', '346', '388', '392', '395', '427', '428', '458', '470', '493', '499']
['24', '42', '52', '77', '111', '150', '175', '180', '193', '195', '218', '280', '303', '381', '412', '422', '433', '440', '441', '479']
['83', '86', '127', '140', '174', '253', '266', '275', '283', '289', '352', '361', '376', '385', '387', '394', '398', '450', '461', '462']
['3', '27', '53', '80', '104', '106', '118', '142', '158', '214', '236', '258', '265', '277', '307', '327', '340', '351', '384', '418']
['18', '22', '25', '38', '76', '97', '114', '148', '205', '211', '225', '242', '278', '347', '358', '362', '401', '405', '416', '498']
['7', '51', '75', '99', '198', '247', '252', '257', '263', '271', '276', '281', '292', '296', '319', '332', '343', '429', '465', '467']
['1', '90', '109', '113', '115', '125', '162', '166', '173', '185', '201', '223', '240', '287', '386', '409', '460', '483', '484', '496']
['91', '94', '137', '154', '157', '170', '183', '207', '229', '231', '235', '239', '241', '251', '333', '378', '407', '424', '442', '490']
['13', '15', '36', '37', '58', '92', '122', '123', '129', '135', '147', '156', '161', '177', '192', '203', '293', '302', '321', '330']
['12', '17', '34', '41', '54', '68', '87', '215', '227', '230', '238', '270', '294', '295', '323', '390', '403', '411', '469', '494']
['130', '145', '152', '190', '196', '206', '209', '243', '300', '306', '326', '344', '345', '369', '374', '377', '389', '466', '480', '488']
['2', '6', '82', '95', '121', '151', '171', '310', '315', '320', '337', '339', '365', '367', '379', '402', '414', '449', '454', '491']
['8', '32', '50', '60', '89', '103', '139', '146', '164', '176', '194', '237', '299', '325', '393', '425', '430', '432', '444', '477']
['11', '45', '55', '81', '116', '126', '155', '184', '187', '189', '308', '341', '372', '397', '399', '413', '438', '475', '476', '485']
['10', '31', '46', '62', '65', '73', '93', '101', '107', '112', '134', '210', '216', '262', '297', '305', '353', '354', '459', '478']
['14', '43', '47', '74', '128', '178', '182', '219', '221', '259', '314', '322', '334', '356', '357', '364', '380', '417', '457', '481']
['9', '26', '28', '56', '61', '63', '78', '172', '202', '204', '232', '249', '255', '285', '290', '301', '400', '431', '492', '495']
['16', '19', '33', '96', '110', '124', '163', '224', '228', '245', '246', '279', '335', '373', '423', '437', '445', '447', '451', '486']
['30', '39', '149', '153', '168', '179', '188', '217', '233', '248', '260', '264', '298', '304', '329', '359', '396', '406', '446', '489']
['23', '44', '49', '57', '70', '79', '85', '133', '159', '181', '254', '328', '342', '434', '435', '448', '452', '468', '471', '474']
['4', '40', '84', '88', '144', '167', '199', '244', '256', '284', '324', '349', '360', '363', '408', '421', '426', '439', '463', '482']
['35', '66', '69', '72', '108', '117', '143', '169', '212', '282', '309', '312', '317', '368', '382', '410', '419', '436', '443', '464']
['0', '100', '102', '105', '136', '160', '191', '200', '226', '234', '267', '273', '291', '316', '318', '336', '375', '391', '404', '415']
