['31', '46', '54', '58', '74', '84', '146', '151', '176', '178', '183', '185', '189', '190', '204', '264', '302', '350', '352', '364']
['0', '4', '15', '20', '26', '32', '35', '246', '254', '263', '266', '270', '271', '275', '288', '314', '322', '359', '372', '375']
['124', '127', '137', '145', '161', '169', '173', '175', '180', '186', '188', '191', '217', '218', '220', '287', '325', '327', '366', '370']
['16', '52', '97', '203', '207', '215', '219', '222', '224', '228', '229', '231', '233', '235', '237', '278', '339', '344', '346', '371']
['6', '12', '18', '24', '33', '41', '42', '50', '63', '149', '253', '273', '323', '335', '336', '353', '361', '365', '383', '386']
['5', '135', '205', '256', '262', '267', '277', '284', '289', '291', '307', '338', '345', '356', '360', '376', '377', '379', '389', '391']
['1', '7', '9', '10', '11', '14', '255', '257', '268', '274', '298', '306', '313', '331', '340', '357', '374', '382', '385', '388']
['55', '64', '66', '67', '77', '89', '91', '92', '94', '104', '111', '112', '221', '242', '294', '332', '333', '351', '354', '390']
['22', '53', '69', '71', '78', '80', '83', '85', '87', '281', '285', '286', '296', '337', '342', '363', '368', '392', '394', '396']
['60', '61', '68', '79', '86', '102', '105', '113', '120', '131', '138', '141', '211', '216', '223', '279', '305', '329', '367', '387']
['2', '3', '13', '17', '19', '21', '23', '37', '251', '252', '280', '290', '309', '318', '320', '324', '328', '330', '341', '347']
['28', '81', '100', '119', '130', '150', '181', '192', '194', '195', '196', '200', '206', '210', '247', '250', '261', '311', '334', '348']
['27', '39', '43', '76', '125', '129', '132', '133', '136', '139', '140', '158', '159', '163', '165', '265', '295', '317', '355', '380']
['8', '38', '44', '45', '62', '72', '73', '90', '93', '110', '117', '118', '241', '243', '283', '308', '310', '319', '362', '393']
['59', '82', '99', '114', '121', '123', '128', '134', '148', '157', '171', '174', '187', '201', '212', '300', '315', '316', '381', '398']
['36', '75', '116', '122', '164', '209', '225', '226', '227', '230', '238', '239', '240', '244', '245', '260', '272', '293', '304', '378']
['30', '56', '95', '96', '98', '109', '115', '126', '147', '154', '160', '162', '168', '172', '236', '248', '269', '292', '343', '369']
['152', '155', '177', '182', '184', '193', '197', '198', '199', '202', '208', '213', '214', '234', '249', '258', '297', '373', '384', '399']
['25', '40', '47', '65', '70', '88', '101', '103', '106', '107', '167', '170', '179', '232', '276', '299', '301', '321', '326', '395']
['29', '34', '48', '49', '51', '57', '108', '142', '143', '144', '153', '156', '166', '259', '282', '303', '312', '349', '358', '397']
