['39', '42', '44', '103', '106', '107', '110', '111', '113', '118', '120', '155', '166', '193', '251', '266', '275', '328', '378', '393']
['1', '35', '45', '127', '205', '211', '306', '331', '391', '405', '413', '415', '417', '418', '419', '420', '425', '462', '469', '499']
['3', '21', '22', '23', '26', '28', '29', '30', '31', '33', '34', '36', '40', '161', '162', '165', '170', '172', '175', '176']
['59', '102', '117', '197', '229', '231', '238', '272', '273', '279', '289', '292', '303', '311', '329', '355', '390', '404', '476', '491']
['19', '56', '58', '64', '67', '75', '77', '108', '132', '171', '190', '262', '271', '276', '356', '365', '387', '408', '416', '474']
['12', '70', '74', '79', '80', '101', '104', '112', '114', '116', '183', '207', '217', '246', '269', '383', '398', '430', '434', '439']
['4', '6', '7', '8', '9', '10', '14', '15', '17', '20', '63', '69', '76', '119', '201', '204', '208', '214', '220', '319']
['178', '184', '198', '203', '227', '347', '352', '359', '381', '395', '396', '412', '421', '424', '428', '432', '433', '436', '437', '440']
['41', '43', '46', '47', '50', '52', '54', '60', '164', '167', '173', '174', '180', '282', '283', '286', '287', '290', '411', '468']
['73', '88', '192', '293', '295', '298', '368', '371', '422', '423', '429', '461', '463', '464', '470', '471', '472', '473', '477', '480']
['62', '71', '115', '134', '186', '274', '301', '302', '305', '307', '308', '310', '312', '313', '314', '315', '320', '334', '362', '364']
['18', '55', '82', '92', '145', '163', '209', '210', '222', '358', '376', '382', '384', '385', '386', '388', '392', '397', '400', '438']
['32', '66', '78', '144', '182', '194', '233', '236', '323', '333', '361', '366', '367', '369', '370', '372', '377', '380', '394', '399']
['37', '202', '206', '241', '242', '245', '247', '248', '249', '252', '253', '254', '255', '256', '257', '259', '260', '444', '467', '490']
['109', '159', '225', '228', '232', '234', '235', '237', '240', '281', '285', '288', '291', '294', '296', '297', '300', '342', '389', '465']
['181', '185', '187', '189', '191', '196', '200', '223', '321', '322', '324', '325', '326', '327', '332', '335', '336', '337', '340', '353']
['25', '53', '57', '72', '124', '125', '136', '138', '140', '177', '179', '226', '243', '309', '316', '338', '350', '357', '427', '435']
['61', '65', '68', '90', '94', '95', '98', '99', '169', '199', '219', '244', '442', '446', '448', '453', '456', '466', '475', '479']
['188', '239', '341', '343', '344', '345', '346', '348', '349', '351', '354', '360', '401', '402', '403', '409', '410', '414', '488', '495']
['83', '84', '85', '86', '89', '96', '97', '100', '139', '158', '263', '265', '270', '318', '374', '426', '447', '449', '484', '498']
['141', '142', '143', '146', '148', '149', '150', '151', '152', '153', '154', '156', '160', '258', '264', '304', '363', '407', '454', '492']
['24', '48', '51', '121', '122', '123', '126', '128', '129', '130', '131', '133', '135', '137', '195', '230', '339', '406', '431', '459']
['213', '215', '216', '218', '224', '261', '277', '284', '299', '373', '441', '443', '445', '450', '451', '452', '455', '457', '460', '494']
['0', '81', '87', '91', '93', '221', '267', '268', '278', '280', '481', '482', '483', '485', '486', '487', '489', '493', '496', '497']
['2', '5', '11', '13', '16', '27', '38', '49', '105', '147', '157', '168', '212', '250', '317', '330', '375', '379', '458', '478']
