['189', '211', '31', '215', '46']
['54', '238', '473', '415', '40']
['165', '255', '57', '445', '114']
['199', '225', '295', '259', '151']
['236', '160', '214', '41', '372']
['25', '39', '441', '11', '216']
['451', '212', '308', '128', '186']
['45', '351', '115', '192', '325']
['219', '23', '311', '235', '422']
['20', '324', '16', '147', '327']
['200', '357', '73', '68', '348']
['367', '61', '299', '6', '309']
['135', '19', '119', '388', '42']
['424', '464', '152', '162', '328']
['396', '188', '234', '492', '313']
['453', '393', '456', '495', '423']
['185', '290', '121', '335', '346']
['148', '12', '365', '172', '157']
['221', '361', '409', '330', '455']
['83', '407', '320', '32', '302']
['196', '280', '124', '488', '79']
['60', '267', '264', '0', '231']
['315', '435', '465', '82', '368']
['102', '374', '444', '476', '293']
['181', '34', '301', '486', '263']
['38', '56', '24', '62', '427']
['204', '331', '437', '33', '15']
['95', '80', '58', '440', '149']
['153', '63', '106', '350', '273']
['76', '360', '191', '269', '64']
['223', '209', '481', '362', '414']
['3', '137', '382', '344', '178']
['138', '51', '228', '226', '394']
['244', '78', '237', '459', '111']
['336', '22', '474', '37', '310']
['96', '385', '395', '229', '69']
['168', '120', '274', '300', '75']
['479', '390', '163', '224', '26']
['436', '467', '154', '99', '353']
['202', '376', '490', '35', '417']
['337', '454', '332', '87', '402']
['386', '322', '278', '239', '260']
['472', '272', '297', '146', '30']
['493', '462', '449', '248', '18']
['10', '112', '499', '252', '397']
['108', '358', '403', '71', '284']
['175', '233', '28', '484', '316']
['494', '17', '142', '242', '258']
['150', '183', '77', '298', '366']
['333', '400', '458', '21', '253']
['375', '420', '323', '86', '279']
['136', '356', '291', '155', '145']
['480', '270', '463', '373', '156']
['218', '277', '413', '67', '379']
['466', '383', '404', '59', '198']
['84', '118', '140', '354', '98']
['432', '97', '421', '438', '431']
['406', '275', '329', '167', '101']
['230', '254', '133', '498', '352']
['88', '439', '5', '447', '92']
['283', '44', '319', '343', '213']
['170', '364', '306', '159', '478']
['429', '201', '292', '262', '285']
['89', '48', '246', '206', '245']
['53', '249', '66', '113', '377']
['363', '497', '227', '65', '131']
['491', '205', '116', '179', '380']
['182', '243', '104', '107', '184']
['318', '256', '391', '197', '496']
['173', '487', '257', '222', '36']
['326', '171', '93', '143', '130']
['85', '109', '8', '90', '428']
['47', '161', '304', '13', '411']
['425', '139', '347', '195', '52']
['339', '443', '370', '341', '123']
['241', '460', '355', '103', '127']
['457', '144', '164', '266', '289']
['345', '203', '342', '193', '187']
['461', '485', '452', '471', '416']
['359', '132', '303', '1', '117']
['29', '190', '489', '220', '81']
['240', '105', '371', '50', '110']
['305', '433', '4', '469', '384']
['74', '208', '378', '475', '268']
['387', '483', '7', '405', '286']
['389', '174', '247', '287', '434']
['412', '294', '392', '401', '426']
['482', '207', '158', '232', '210']
['418', '43', '91', '2', '321']
['296', '129', '312', '281', '288']
['317', '49', '448', '94', '100']
['176', '419', '180', '125', '477']
['468', '410', '261', '177', '126']
['141', '282', '14', '430', '446']
['166', '134', '470', '72', '169']
['408', '307', '250', '194', '9']
['251', '398', '271', '55', '450']
['381', '314', '70', '340', '276']
['122', '334', '265', '369', '338']
['399', '442', '217', '349', '27']
