['163', '304', '288', '135', '80', '13', '51', '47', '197', '88', '269', '337', '332', '236', '352', '20', '277', '149', '161', '169']
['244', '32', '96', '382', '107', '302', '216', '59', '194', '139', '310', '90', '83', '392', '362', '290', '341', '243', '34', '259']
['311', '209', '339', '309', '191', '110', '294', '223', '114', '394', '130', '384', '396', '274', '367', '321', '162', '238', '397', '297']
['331', '278', '21', '343', '246', '380', '257', '144', '128', '228', '23', '318', '98', '18', '284', '140', '385', '153', '123', '4']
['283', '398', '115', '316', '349', '125', '206', '64', '377', '253', '317', '340', '119', '226', '239', '270', '378', '155', '388', '328']
['276', '120', '68', '69', '313', '74', '306', '143', '355', '84', '373', '344', '159', '9', '63', '301', '186', '116', '89', '353']
['379', '371', '57', '220', '27', '399', '329', '192', '157', '287', '97', '14', '124', '225', '323', '171', '233', '376', '117', '354']
['17', '268', '58', '322', '210', '285', '102', '383', '184', '61', '1', '263', '11', '335', '53', '60', '43', '266', '267', '350']
['126', '320', '292', '46', '173', '150', '201', '381', '44', '334', '212', '254', '295', '273', '62', '312', '3', '240', '249', '229']
['166', '75', '305', '364', '31', '85', '174', '193', '54', '94', '232', '293', '134', '42', '372', '198', '49', '260', '113', '351']
['70', '50', '395', '347', '196', '368', '45', '175', '224', '12', '178', '333', '234', '204', '127', '112', '281', '103', '345', '8']
['188', '360', '24', '299', '199', '342', '307', '38', '111', '256', '176', '66', '272', '319', '122', '37', '357', '231', '7', '172']
['48', '36', '95', '275', '338', '187', '358', '93', '363', '261', '101', '154', '182', '205', '211', '87', '141', '100', '252', '26']
['214', '156', '73', '129', '72', '180', '255', '346', '55', '177', '0', '235', '118', '202', '52', '242', '131', '356', '137', '361']
['390', '195', '2', '374', '179', '109', '145', '300', '67', '82', '183', '56', '5', '336', '41', '146', '315', '286', '271', '218']
['16', '104', '248', '308', '164', '39', '303', '245', '106', '324', '359', '136', '148', '33', '237', '142', '29', '386', '348', '298']
['81', '213', '280', '10', '6', '170', '30', '15', '241', '147', '207', '19', '160', '108', '138', '167', '221', '165', '185', '217']
['258', '79', '230', '200', '365', '203', '208', '330', '251', '219', '152', '77', '369', '389', '92', '71', '247', '121', '265', '375']
['189', '105', '222', '296', '151', '99', '289', '78', '158', '25', '391', '215', '291', '282', '279', '327', '22', '40', '132', '250']
['387', '91', '181', '262', '326', '76', '28', '366', '133', '393', '227', '35', '86', '65', '168', '314', '370', '325', '190', '264']
