['719', '660', '130', '74', '641', '256', '635', '675', '274', '918', '383', '629', '919', '764', '454', '305', '15', '254', '530', '165']
['532', '150', '218', '86', '216', '276', '694', '962', '162', '179', '678', '463', '909', '161', '752', '20', '771', '566', '741', '609']
['749', '949', '851', '562', '319', '945', '456', '45', '528', '806', '385', '832', '188', '782', '84', '271', '19', '600', '226', '490']
['646', '786', '633', '887', '196', '471', '260', '510', '572', '563', '384', '631', '317', '482', '283', '950', '53', '65', '805', '698']
['91', '705', '56', '23', '375', '389', '630', '395', '930', '794', '2', '512', '634', '113', '337', '516', '34', '695', '886', '582']
['89', '366', '504', '681', '882', '147', '266', '871', '52', '14', '552', '846', '217', '742', '149', '249', '328', '202', '204', '925']
['676', '706', '364', '780', '835', '181', '275', '223', '617', '807', '388', '163', '176', '93', '890', '616', '591', '984', '779', '25']
['980', '961', '332', '549', '583', '951', '632', '620', '346', '472', '965', '374', '422', '619', '127', '942', '35', '60', '0', '333']
['586', '658', '628', '974', '110', '514', '810', '244', '651', '610', '645', '6', '464', '502', '976', '772', '354', '531', '777', '679']
['829', '40', '506', '347', '444', '5', '972', '529', '993', '258', '722', '657', '800', '295', '899', '247', '157', '987', '329', '888']
['273', '823', '357', '558', '108', '296', '746', '858', '551', '3', '539', '18', '534', '548', '920', '956', '649', '118', '983', '438']
['690', '70', '483', '219', '17', '103', '215', '339', '322', '306', '352', '355', '669', '122', '542', '759', '175', '711', '911', '358']
['461', '747', '866', '430', '812', '992', '269', '568', '665', '177', '662', '898', '50', '891', '97', '170', '88', '171', '228', '847']
['864', '225', '960', '538', '324', '854', '51', '792', '637', '99', '500', '200', '717', '914', '554', '377', '596', '230', '138', '435']
['38', '936', '154', '546', '115', '928', '978', '85', '96', '452', '33', '593', '638', '128', '564', '817', '684', '381', '627', '623']
['348', '849', '622', '112', '860', '648', '556', '252', '102', '376', '803', '944', '659', '958', '121', '259', '766', '680', '793', '644']
['743', '947', '323', '996', '123', '927', '213', '427', '104', '227', '668', '205', '71', '64', '839', '955', '90', '877', '442', '133']
['426', '503', '135', '756', '10', '603', '776', '26', '309', '533', '222', '245', '429', '520', '525', '892', '293', '760', '214', '440']
['117', '207', '173', '876', '682', '931', '211', '499', '432', '850', '281', '326', '505', '359', '368', '379', '330', '420', '555', '836']
['159', '209', '840', '696', '775', '419', '652', '941', '995', '144', '921', '559', '718', '288', '699', '54', '459', '408', '248', '37']
['356', '394', '16', '232', '146', '400', '852', '981', '755', '661', '688', '407', '561', '493', '703', '765', '834', '443', '100', '989']
['575', '235', '723', '9', '414', '285', '870', '729', '821', '361', '39', '458', '289', '497', '387', '363', '797', '55', '865', '686']
['106', '902', '315', '697', '66', '587', '893', '199', '264', '605', '750', '975', '369', '469', '774', '906', '578', '543', '614', '320']
['399', '691', '253', '527', '535', '477', '391', '308', '335', '826', '536', '307', '87', '643', '449', '959', '939', '940', '642', '334']
['713', '677', '621', '874', '312', '409', '565', '418', '683', '231', '46', '481', '557', '191', '964', '489', '685', '201', '903', '189']
['580', '340', '673', '758', '541', '405', '485', '94', '83', '999', '79', '300', '639', '762', '734', '125', '345', '897', '879', '672']
['727', '735', '392', '916', '726', '142', '292', '647', '948', '475', '613', '618', '446', '744', '185', '624', '910', '811', '192', '286']
['859', '342', '180', '208', '908', '169', '95', '57', '526', '715', '640', '894', '80', '396', '265', '507', '111', '590', '801', '788']
['139', '537', '59', '615', '116', '970', '901', '12', '109', '990', '62', '69', '802', '304', '401', '998', '842', '997', '372', '238']
['924', '301', '241', '261', '450', '769', '837', '708', '453', '748', '280', '709', '626', '470', '853', '895', '884', '445', '915', '174']
['770', '905', '844', '343', '861', '841', '581', '973', '721', '653', '732', '594', '796', '763', '872', '360', '937', '733', '373', '720']
['513', '674', '129', '415', '257', '164', '751', '494', '234', '30', '761', '1', '967', '701', '42', '567', '318', '21', '952', '439']
['544', '883', '262', '61', '186', '579', '132', '145', '917', '166', '926', '971', '907', '592', '460', '704', '428', '612', '243', '553']
['570', '195', '81', '798', '943', '362', '932', '509', '611', '156', '448', '411', '134', '838', '873', '781', '310', '478', '878', '278']
['47', '287', '437', '496', '954', '814', '412', '650', '784', '467', '488', '933', '73', '31', '856', '220', '351', '804', '739', '75']
['143', '311', '236', '521', '495', '251', '692', '313', '560', '321', '819', '968', '331', '707', '417', '270', '187', '152', '190', '790']
['378', '857', '148', '957', '929', '773', '193', '473', '178', '863', '160', '585', '298', '519', '830', '885', '68', '986', '799', '4']
['101', '702', '336', '76', '484', '294', '433', '277', '58', '197', '671', '598', '848', '246', '979', '547', '753', '36', '608', '824']
['601', '382', '239', '818', '44', '486', '625', '43', '341', '969', '783', '667', '738', '828', '523', '436', '92', '511', '212', '991']
['868', '808', '338', '184', '41', '221', '299', '282', '822', '855', '172', '833', '574', '577', '867', '27', '182', '404', '250', '233']
['240', '7', '724', '550', '476', '140', '816', '767', '291', '344', '402', '474', '413', '923', '393', '778', '900', '410', '785', '813']
['255', '349', '327', '687', '809', '597', '290', '131', '545', '881', '820', '689', '789', '206', '740', '398', '367', '447', '831', '595']
['167', '350', '977', '423', '390', '963', '153', '114', '303', '78', '466', '242', '183', '573', '267', '664', '787', '229', '124', '425']
['754', '540', '416', '768', '934', '522', '77', '203', '314', '403', '745', '210', '462', '386', '607', '455', '487', '11', '63', '451']
['913', '508', '198', '515', '904', '119', '380', '994', '151', '13', '584', '736', '912', '604', '406', '712', '896', '32', '491', '468']
['524', '938', '636', '656', '935', '588', '571', '120', '72', '297', '693', '602', '137', '98', '827', '666', '889', '325', '316', '501']
['465', '457', '479', '82', '268', '24', '985', '370', '434', '862', '237', '48', '843', '654', '663', '284', '224', '982', '480', '710']
['272', '716', '589', '725', '730', '492', '845', '263', '700', '105', '737', '302', '869', '880', '953', '655', '875', '49', '988', '168']
['365', '441', '8', '126', '141', '431', '397', '670', '517', '67', '158', '136', '569', '946', '791', '29', '194', '728', '606', '107']
['155', '966', '825', '421', '279', '371', '795', '353', '731', '576', '599', '498', '714', '424', '28', '922', '815', '22', '757', '518']
