['483', '113', '264', '578', '697', '607', '700', '413', '671', '672', '15', '665', '572', '416', '730', '255', '573', '707', '295', '82', '635', '282', '414', '56', '287', '359', '284', '33', '620', '427', '355', '193', '222', '131', '319', '642', '500', '402', '126', '370', '88', '205', '294', '182', '520', '250', '48', '739', '561', '536']
['147', '352', '585', '121', '503', '38', '505', '623', '447', '624', '143', '16', '77', '525', '655', '142', '461', '729', '367', '688', '509', '559', '350', '450', '316', '631', '293', '311', '594', '529', '401', '548', '239', '248', '206', '708', '734', '749', '161', '179', '748', '146', '72', '212', '467', '698', '570', '64', '613', '638']
['533', '136', '598', '135', '246', '563', '568', '455', '302', '313', '504', '693', '564', '328', '211', '675', '389', '94', '344', '291', '731', '711', '361', '654', '261', '713', '253', '158', '53', '589', '440', '65', '98', '97', '202', '317', '155', '433', '150', '165', '118', '140', '115', '228', '357', '329', '586', '486', '57', '149']
['69', '189', '123', '543', '7', '412', '235', '689', '151', '292', '27', '445', '244', '384', '738', '617', '89', '657', '22', '141', '580', '444', '67', '506', '375', '280', '562', '497', '207', '464', '219', '534', '40', '532', '80', '721', '330', '338', '267', '74', '31', '740', '35', '554', '216', '154', '374', '575', '618', '391']
['725', '245', '670', '373', '120', '180', '92', '25', '622', '393', '395', '556', '668', '237', '494', '59', '230', '462', '138', '190', '417', '215', '54', '663', '214', '715', '20', '735', '90', '195', '96', '421', '196', '326', '254', '351', '275', '619', '197', '390', '625', '567', '514', '241', '213', '333', '745', '378', '741', '281']
['742', '249', '71', '315', '335', '200', '101', '610', '481', '406', '492', '66', '9', '541', '678', '19', '454', '137', '289', '676', '43', '571', '36', '394', '709', '309', '1', '144', '646', '153', '258', '452', '114', '242', '495', '538', '160', '479', '430', '271', '420', '26', '591', '397', '592', '659', '560', '106', '334', '449']
['627', '484', '439', '724', '747', '84', '474', '347', '134', '210', '125', '518', '58', '303', '658', '105', '524', '166', '650', '690', '703', '475', '75', '733', '612', '426', '576', '273', '692', '221', '641', '595', '341', '60', '110', '621', '458', '441', '278', '647', '191', '117', '159', '686', '496', '722', '392', '600', '176', '266']
['552', '723', '376', '383', '597', '162', '128', '177', '463', '710', '737', '34', '465', '422', '93', '61', '157', '611', '716', '490', '428', '687', '695', '4', '493', '470', '247', '252', '498', '535', '468', '584', '122', '661', '453', '30', '521', '102', '681', '274', '588', '680', '478', '324', '523', '28', '2', '343', '743', '95']
['183', '62', '223', '233', '283', '702', '290', '385', '606', '257', '609', '178', '408', '285', '649', '314', '299', '380', '645', '443', '325', '306', '508', '601', '679', '192', '436', '5', '220', '660', '515', '582', '354', '29', '13', '405', '18', '685', '459', '10', '555', '512', '310', '226', '3', '400', '629', '639', '229', '377']
['566', '308', '175', '473', '410', '528', '587', '133', '234', '86', '643', '262', '173', '368', '139', '691', '419', '540', '12', '0', '602', '288', '342', '717', '640', '145', '300', '85', '667', '546', '79', '557', '517', '683', '73', '550', '457', '209', '696', '727', '388', '164', '188', '379', '322', '407', '296', '590', '49', '52']
['108', '70', '551', '381', '327', '569', '51', '259', '673', '232', '712', '297', '632', '50', '489', '615', '432', '323', '706', '263', '616', '720', '348', '331', '362', '694', '152', '116', '424', '203', '446', '456', '39', '628', '225', '265', '545', '442', '346', '704', '231', '522', '705', '199', '746', '511', '714', '76', '100', '466']
['482', '728', '513', '366', '268', '46', '63', '11', '17', '260', '269', '434', '47', '187', '684', '130', '68', '480', '435', '577', '396', '501', '469', '356', '531', '411', '581', '736', '648', '558', '418', '633', '415', '726', '194', '403', '596', '651', '544', '238', '276', '365', '526', '307', '174', '404', '208', '644', '485', '626']
['218', '169', '605', '45', '37', '41', '332', '674', '336', '87', '243', '574', '286', '270', '103', '32', '217', '301', '537', '519', '398', '21', '172', '371', '491', '184', '471', '488', '604', '382', '666', '652', '42', '24', '171', '360', '168', '539', '547', '579', '107', '664', '599', '637', '83', '304', '119', '682', '553', '349']
['23', '156', '699', '44', '634', '399', '339', '181', '353', '593', '448', '386', '614', '549', '364', '636', '204', '565', '132', '438', '701', '305', '201', '358', '744', '603', '337', '510', '170', '608', '542', '369', '516', '340', '530', '99', '186', '279', '104', '148', '669', '227', '662', '320', '630', '129', '6', '423', '198', '240']
['732', '167', '185', '298', '91', '236', '163', '111', '487', '429', '318', '345', '677', '256', '277', '409', '387', '502', '78', '451', '372', '312', '472', '527', '81', '55', '14', '719', '499', '476', '127', '124', '224', '363', '251', '112', '656', '718', '507', '8', '109', '583', '477', '425', '431', '272', '460', '437', '321', '653']
