['23', '40', '79', '81', '86', '126', '128', '138', '142', '227', '235', '310', '383', '392', '394', '414', '423', '440', '448', '487']
['22', '60', '91', '132', '148', '155', '197', '221', '222', '253', '256', '265', '318', '333', '335', '363', '411', '418', '426', '481']
['12', '69', '125', '173', '179', '199', '223', '233', '234', '243', '250', '264', '293', '311', '401', '432', '442', '453', '456', '480']
['16', '43', '88', '157', '170', '172', '184', '190', '213', '275', '340', '357', '358', '359', '405', '415', '443', '449', '452', '458']
['27', '32', '34', '38', '56', '64', '87', '106', '145', '150', '154', '156', '160', '174', '205', '267', '308', '347', '469', '479']
['70', '115', '120', '164', '183', '194', '228', '230', '254', '334', '343', '344', '371', '384', '410', '439', '444', '446', '461', '466']
['6', '92', '114', '131', '143', '149', '192', '203', '229', '248', '262', '273', '307', '321', '351', '403', '435', '437', '451', '465']
['2', '35', '39', '89', '122', '193', '246', '258', '272', '299', '300', '306', '325', '337', '346', '369', '407', '408', '455', '499']
['0', '100', '101', '102', '103', '104', '105', '107', '108', '109', '110', '111', '112', '113', '116', '117', '118', '119', '281', '294']
['8', '25', '123', '159', '161', '180', '191', '298', '305', '313', '316', '332', '387', '397', '436', '462', '486', '493', '496', '498']
['5', '21', '29', '41', '65', '124', '134', '135', '152', '167', '240', '244', '252', '283', '314', '373', '429', '430', '454', '467']
['7', '10', '18', '51', '63', '68', '78', '137', '144', '169', '176', '202', '211', '212', '224', '327', '345', '441', '450', '489']
['26', '47', '57', '58', '71', '136', '175', '204', '276', '326', '330', '349', '353', '355', '362', '366', '367', '375', '382', '427']
['14', '24', '49', '82', '97', '141', '146', '188', '198', '207', '289', '312', '339', '356', '372', '390', '409', '412', '422', '492']
['80', '166', '181', '200', '206', '208', '236', '279', '280', '295', '319', '341', '350', '361', '377', '399', '402', '420', '421', '485']
['19', '66', '67', '72', '75', '95', '162', '165', '225', '263', '291', '304', '322', '380', '400', '413', '460', '464', '488', '497']
['3', '4', '13', '30', '50', '62', '77', '83', '99', '214', '237', '238', '268', '277', '284', '324', '389', '431', '470', '477']
['42', '52', '73', '195', '201', '226', '232', '242', '266', '270', '309', '323', '338', '360', '406', '417', '475', '478', '482', '484']
['45', '48', '55', '74', '84', '93', '147', '151', '153', '177', '255', '259', '301', '342', '379', '398', '428', '447', '457', '490']
['53', '59', '61', '76', '85', '215', '220', '249', '261', '286', '348', '393', '395', '424', '438', '459', '463', '474', '491', '494']
['9', '17', '46', '98', '139', '163', '216', '231', '239', '245', '251', '285', '292', '329', '365', '368', '370', '381', '388', '471']
['31', '36', '90', '121', '182', '185', '257', '278', '287', '290', '296', '328', '364', '374', '376', '391', '404', '434', '472', '483']
['11', '44', '96', '129', '140', '189', '196', '209', '218', '241', '271', '302', '317', '331', '336', '386', '396', '425', '473', '476']
['1', '15', '33', '37', '54', '130', '133', '168', '187', '217', '269', '274', '315', '320', '352', '354', '385', '419', '433', '495']
['20', '28', '94', '127', '158', '171', '178', '186', '210', '219', '247', '260', '282', '288', '297', '303', '378', '416', '445', '468']
