['32', '33', '36', '48', '63', '111', '114', '194', '243', '261', '293', '342', '354', '359', '396', '449', '456', '467', '487', '493']
['1', '45', '109', '140', '183', '199', '226', '230', '279', '299', '307', '308', '328', '339', '340', '343', '393', '471', '490', '495']
['0', '2', '11', '19', '160', '162', '163', '165', '166', '167', '168', '169', '170', '171', '172', '174', '177', '179', '233', '306']
['23', '77', '156', '158', '173', '180', '191', '192', '207', '241', '256', '277', '283', '330', '335', '414', '427', '433', '472', '491']
['8', '66', '80', '101', '132', '182', '209', '211', '223', '235', '249', '253', '257', '259', '267', '273', '284', '316', '348', '370']
['14', '39', '56', '59', '81', '88', '122', '150', '200', '270', '290', '312', '314', '378', '424', '445', '476', '478', '479', '480']
['40', '76', '92', '145', '153', '181', '214', '216', '282', '292', '311', '318', '325', '384', '395', '400', '435', '437', '458', '496']
['5', '37', '42', '53', '60', '69', '99', '232', '236', '252', '280', '303', '394', '405', '412', '434', '439', '448', '459', '494']
['6', '64', '65', '73', '78', '83', '84', '137', '142', '254', '305', '361', '364', '380', '401', '406', '413', '484', '485', '499']
['4', '18', '38', '49', '93', '94', '98', '100', '129', '221', '231', '266', '291', '295', '317', '327', '404', '426', '446', '489']
['46', '75', '79', '108', '118', '120', '208', '237', '248', '265', '269', '275', '302', '350', '368', '411', '464', '469', '470', '482']
['44', '87', '144', '148', '164', '203', '286', '294', '324', '326', '334', '338', '352', '363', '385', '386', '390', '419', '455', '497']
['21', '31', '72', '91', '102', '105', '113', '116', '198', '264', '297', '331', '387', '388', '410', '425', '430', '438', '447', '475']
['67', '68', '85', '125', '128', '146', '147', '189', '205', '215', '222', '242', '333', '381', '440', '444', '453', '454', '465', '498']
['26', '28', '29', '54', '57', '126', '127', '131', '135', '149', '151', '195', '213', '224', '347', '356', '365', '451', '473', '488']
['25', '71', '89', '104', '107', '117', '123', '124', '133', '134', '178', '206', '271', '289', '313', '373', '375', '379', '399', '431']
['7', '16', '70', '74', '106', '143', '190', '201', '218', '240', '245', '258', '262', '263', '329', '408', '428', '429', '468', '477']
['12', '22', '95', '115', '141', '157', '186', '202', '255', '274', '332', '337', '346', '351', '377', '398', '417', '421', '461', '462']
['20', '34', '86', '119', '176', '184', '204', '229', '239', '278', '298', '357', '367', '372', '383', '392', '409', '420', '432', '492']
['24', '90', '96', '97', '136', '138', '139', '152', '154', '188', '197', '247', '402', '403', '407', '418', '422', '441', '443', '466']
['15', '27', '43', '82', '130', '159', '161', '185', '225', '251', '260', '268', '319', '320', '322', '349', '358', '391', '397', '450']
['35', '112', '210', '219', '220', '228', '234', '276', '287', '288', '309', '321', '355', '360', '362', '371', '382', '415', '474', '483']
['10', '50', '55', '61', '121', '212', '227', '246', '296', '300', '304', '310', '336', '341', '389', '442', '452', '457', '463', '486']
['9', '13', '17', '30', '51', '62', '103', '110', '187', '238', '250', '301', '323', '344', '353', '366', '369', '374', '416', '436']
['3', '41', '47', '52', '58', '155', '175', '193', '196', '217', '244', '272', '281', '285', '315', '345', '376', '423', '460', '481']
