['27', '50', '63', '108', '125', '136', '158', '160', '161', '174', '196', '203', '204', '268', '270', '289', '306', '358', '378', '383']
['46', '98', '124', '146', '155', '179', '183', '187', '199', '202', '206', '225', '248', '250', '308', '350', '351', '361', '362', '376']
['54', '65', '140', '152', '207', '218', '237', '249', '256', '261', '271', '280', '287', '317', '345', '352', '359', '371', '381', '390']
['21', '22', '47', '48', '66', '76', '104', '113', '144', '149', '153', '156', '188', '220', '232', '252', '301', '327', '372', '386']
['28', '42', '53', '83', '114', '119', '127', '148', '175', '211', '214', '223', '319', '324', '335', '337', '347', '349', '385', '388']
['37', '41', '51', '88', '92', '118', '122', '133', '168', '189', '229', '245', '284', '302', '329', '339', '353', '364', '379', '392']
['19', '29', '39', '89', '97', '129', '169', '170', '173', '195', '228', '242', '253', '269', '272', '277', '313', '367', '389', '394']
['32', '57', '62', '74', '81', '94', '131', '135', '157', '163', '172', '178', '181', '233', '246', '262', '264', '283', '307', '334']
['35', '80', '91', '116', '141', '142', '192', '227', '266', '276', '281', '294', '295', '296', '311', '321', '360', '373', '382', '384']
['38', '44', '56', '60', '72', '79', '101', '106', '120', '134', '139', '167', '209', '212', '224', '235', '254', '303', '316', '395']
['23', '49', '61', '71', '85', '100', '107', '111', '186', '222', '244', '255', '260', '285', '292', '299', '300', '326', '332', '363']
['3', '14', '87', '90', '102', '126', '150', '162', '180', '201', '236', '298', '309', '330', '331', '338', '380', '387', '398', '399']
['64', '73', '86', '93', '103', '151', '166', '171', '190', '193', '208', '239', '243', '274', '279', '291', '320', '325', '374', '397']
['26', '58', '77', '110', '154', '177', '191', '200', '205', '210', '219', '251', '263', '267', '305', '336', '355', '357', '368', '377']
['30', '59', '78', '82', '96', '99', '105', '176', '182', '184', '221', '234', '238', '241', '265', '315', '322', '328', '346', '365']
['0', '1', '2', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '15', '16', '17', '18', '121', '138', '143']
['20', '25', '52', '69', '75', '109', '132', '185', '198', '215', '217', '230', '258', '288', '310', '314', '333', '340', '341', '354']
['33', '67', '115', '147', '165', '194', '213', '231', '247', '259', '275', '286', '304', '343', '344', '348', '356', '375', '391', '393']
['34', '36', '40', '43', '45', '55', '68', '84', '112', '123', '128', '130', '145', '159', '216', '278', '290', '297', '318', '370']
['24', '31', '70', '95', '117', '137', '164', '197', '226', '240', '257', '273', '282', '293', '312', '323', '342', '366', '369', '396']
