['38', '351', '57', '73', '293', '133', '137', '124', '145', '152', '234', '241', '251', '285', '316', '319', '321', '358', '365', '368']
['5', '19', '40', '56', '66', '76', '83', '256', '128', '139', '125', '142', '202', '204', '235', '220', '255', '300', '392', '393']
['18', '23', '53', '59', '68', '80', '107', '113', '155', '177', '179', '185', '210', '361', '232', '299', '317', '352', '360', '369']
['0', '274', '100', '102', '105', '119', '260', '261', '262', '263', '264', '265', '266', '269', '271', '272', '275', '276', '277', '279']
['34', '21', '29', '50', '72', '378', '388', '391', '103', '189', '149', '154', '162', '188', '309', '331', '325', '327', '353', '394']
['14', '35', '82', '118', '377', '101', '110', '158', '169', '181', '223', '231', '328', '278', '298', '280', '301', '343', '379', '383']
['13', '42', '47', '62', '81', '91', '115', '130', '143', '164', '172', '195', '216', '228', '347', '362', '295', '335', '363', '380']
['4', '41', '49', '77', '397', '109', '112', '148', '150', '159', '171', '160', '178', '206', '198', '257', '287', '311', '323', '364']
['6', '7', '11', '52', '51', '106', '98', '87', '92', '111', '168', '355', '224', '229', '294', '310', '324', '341', '350', '367']
['71', '61', '85', '90', '108', '116', '138', '120', '123', '194', '184', '217', '259', '240', '246', '290', '306', '338', '390', '395']
['2', '33', '22', '44', '117', '121', '166', '205', '219', '284', '336', '237', '249', '253', '273', '289', '302', '320', '384', '386']
['16', '17', '46', '114', '283', '165', '187', '196', '182', '186', '208', '212', '218', '238', '322', '333', '357', '346', '396', '381']
['1', '24', '25', '55', '69', '75', '79', '99', '132', '144', '147', '337', '193', '197', '213', '226', '247', '296', '370', '389']
['3', '54', '78', '250', '136', '122', '398', '141', '157', '163', '192', '211', '225', '252', '270', '281', '304', '308', '359', '342']
['8', '10', '15', '27', '45', '58', '70', '60', '201', '156', '176', '297', '233', '239', '222', '243', '245', '254', '288', '332']
['9', '37', '28', '64', '65', '63', '95', '199', '191', '258', '268', '282', '286', '312', '313', '356', '366', '372', '387', '382']
['12', '39', '31', '36', '126', '48', '96', '86', '94', '127', '314', '167', '173', '175', '303', '200', '236', '292', '374', '375']
['32', '84', '140', '161', '329', '180', '183', '348', '209', '214', '227', '221', '242', '244', '291', '305', '340', '330', '349', '385']
['43', '67', '74', '88', '89', '267', '135', '146', '151', '170', '215', '190', '203', '207', '315', '326', '339', '354', '345', '373']
['334', '20', '26', '30', '134', '97', '93', '104', '129', '131', '153', '174', '344', '230', '248', '376', '307', '318', '371', '399']
