['190', '298', '717', '942', '465', '863', '901', '469', '232', '990', '89', '951', '672', '115', '575', '127', '93', '547', '517', '152']
['417', '846', '526', '420', '680', '35', '2', '426', '386', '141', '626', '472', '927', '256', '690', '405', '101', '653', '658', '543']
['64', '274', '493', '799', '519', '332', '354', '186', '72', '413', '617', '425', '174', '81', '881', '616', '13', '5', '355', '830']
['507', '711', '226', '716', '287', '83', '56', '819', '896', '293', '515', '322', '107', '777', '488', '714', '733', '138', '812', '377']
['785', '518', '567', '847', '452', '523', '568', '191', '721', '504', '763', '915', '217', '857', '979', '456', '986', '480', '900', '171']
['17', '267', '648', '542', '291', '181', '52', '98', '884', '851', '926', '516', '203', '505', '421', '422', '37', '797', '250', '970']
['551', '794', '112', '492', '133', '183', '464', '462', '391', '674', '508', '893', '924', '193', '188', '348', '46', '953', '977', '300']
['336', '368', '40', '318', '179', '490', '563', '875', '325', '684', '254', '175', '187', '111', '664', '947', '793', '12', '273', '139']
['109', '889', '562', '651', '632', '920', '780', '16', '53', '400', '760', '580', '731', '384', '18', '604', '439', '525', '502', '495']
['24', '981', '665', '176', '323', '919', '308', '182', '940', '668', '937', '249', '326', '4', '960', '90', '453', '373', '341', '838']
['660', '795', '939', '789', '374', '612', '108', '548', '460', '113', '500', '47', '362', '8', '916', '886', '284', '594', '88', '622']
['49', '433', '27', '84', '367', '771', '840', '759', '618', '399', '993', '727', '606', '839', '579', '644', '887', '605', '829', '892']
['444', '634', '97', '767', '897', '544', '553', '552', '954', '498', '712', '725', '645', '438', '155', '882', '869', '429', '509', '401']
['798', '758', '735', '281', '110', '761', '679', '297', '235', '376', '710', '51', '352', '615', '528', '329', '876', '381', '894', '264']
['935', '122', '929', '657', '928', '972', '701', '678', '142', '852', '700', '116', '801', '327', '365', '823', '285', '765', '268', '177']
['948', '903', '564', '443', '554', '964', '414', '180', '888', '392', '806', '199', '240', '587', '207', '279', '430', '304', '880', '592']
['909', '745', '607', '166', '434', '565', '583', '394', '189', '158', '522', '427', '416', '204', '364', '126', '639', '387', '779', '57']
['860', '39', '800', '234', '750', '9', '1', '985', '378', '485', '533', '209', '382', '734', '383', '581', '360', '676', '805', '832']
['475', '409', '290', '871', '276', '445', '271', '963', '980', '208', '535', '627', '466', '858', '211', '395', '76', '906', '241', '598']
