['340', '925', '433', '823', '291', '628', '127', '798', '626', '867', '358', '417', '755', '44', '758', '495', '783', '179', '435', '58']
['150', '479', '16', '838', '37', '608', '6', '557', '341', '72', '352', '196', '384', '154', '21', '425', '311', '192', '999', '737']
['940', '927', '969', '239', '726', '874', '560', '698', '683', '996', '390', '792', '467', '793', '607', '427', '785', '948', '313', '682']
['828', '942', '381', '633', '206', '556', '56', '728', '618', '491', '868', '883', '690', '720', '564', '960', '638', '375', '143', '851']
['532', '499', '11', '219', '266', '619', '655', '886', '862', '151', '693', '215', '953', '147', '611', '8', '935', '973', '496', '103']
['699', '502', '837', '789', '562', '813', '806', '263', '575', '795', '659', '684', '445', '221', '184', '547', '394', '929', '61', '805']
['676', '146', '441', '801', '583', '900', '430', '309', '12', '117', '43', '742', '721', '453', '329', '189', '447', '506', '860', '95']
['641', '211', '976', '315', '548', '570', '451', '740', '82', '148', '218', '531', '220', '481', '70', '722', '371', '431', '93', '926']
['259', '870', '998', '109', '201', '161', '923', '308', '533', '246', '304', '274', '283', '546', '767', '232', '30', '226', '739', '529']
['173', '918', '483', '725', '637', '701', '513', '165', '653', '945', '508', '300', '631', '464', '731', '591', '604', '112', '380', '277']
['897', '702', '914', '717', '733', '898', '708', '285', '299', '130', '446', '178', '666', '802', '40', '569', '164', '746', '110', '33']
['864', '816', '145', '829', '368', '542', '541', '116', '177', '687', '157', '589', '757', '753', '348', '760', '303', '554', '39', '105']
['552', '160', '141', '250', '396', '814', '765', '579', '661', '227', '438', '34', '186', '978', '36', '423', '484', '809', '355', '217']
['603', '198', '596', '323', '452', '253', '492', '899', '474', '680', '102', '139', '692', '359', '865', '401', '107', '703', '558', '169']
['849', '535', '688', '646', '465', '393', '594', '623', '437', '460', '525', '469', '477', '5', '27', '501', '643', '515', '325', '500']
['832', '207', '404', '77', '363', '625', '663', '326', '936', '959', '120', '295', '667', '45', '251', '565', '818', '238', '372', '162']
['528', '639', '59', '252', '769', '119', '738', '847', '716', '576', '751', '881', '4', '975', '418', '954', '919', '590', '559', '17']
['990', '686', '99', '825', '507', '90', '416', '379', '946', '51', '494', '339', '426', '489', '670', '871', '967', '574', '87', '826']
['937', '168', '254', '41', '724', '770', '46', '193', '456', '15', '281', '511', '780', '952', '707', '544', '436', '605', '126', '635']
['915', '951', '385', '448', '800', '747', '856', '712', '908', '787', '979', '402', '820', '980', '534', '243', '995', '504', '111', '657']
['840', '858', '267', '949', '231', '197', '602', '598', '466', '361', '977', '350', '38', '993', '337', '588', '920', '817', '985', '956']
['158', '566', '811', '627', '665', '490', '901', '921', '129', '289', '488', '236', '606', '256', '248', '905', '347', '288', '317', '84']
['568', '463', '772', '374', '705', '76', '210', '561', '321', '630', '194', '517', '20', '685', '763', '487', '18', '293', '209', '741']
['53', '930', '537', '113', '710', '584', '92', '833', '472', '512', '271', '149', '727', '163', '69', '175', '351', '592', '997', '468']
['247', '759', '310', '824', '190', '159', '636', '749', '366', '122', '709', '78', '152', '176', '540', '216', '880', '981', '678', '729']
['844', '334', '73', '804', '943', '647', '414', '614', '875', '459', '55', '744', '458', '121', '191', '199', '991', '234', '407', '66']
['237', '356', '65', '613', '750', '270', '354', '797', '403', '573', '97', '916', '950', '877', '776', '461', '284', '689', '890', '183']
['520', '714', '734', '743', '888', '593', '713', '25', '961', '595', '223', '457', '153', '470', '764', '486', '519', '970', '377', '505']
['632', '955', '791', '723', '434', '786', '255', '26', '624', '230', '771', '48', '650', '235', '912', '988', '903', '245', '332', '60']
['7', '324', '155', '187', '983', '571', '550', '138', '170', '338', '863', '853', '213', '822', '497', '651', '543', '330', '944', '135']
['302', '439', '454', '422', '478', '669', '172', '773', '389', '424', '64', '768', '781', '754', '319', '694', '530', '98', '913', '367']
['658', '812', '142', '307', '830', '882', '962', '118', '388', '654', '902', '96', '539', '322', '57', '691', '774', '649', '963', '373']
['510', '704', '346', '24', '522', '357', '240', '910', '616', '662', '718', '233', '766', '328', '182', '887', '415', '432', '819', '986']
['428', '857', '68', '268', '327', '992', '47', '476', '958', '509', '485', '378', '174', '834', '349', '815', '845', '410', '395', '748']
['344', '810', '893', '429', '933', '265', '549', '551', '370', '229', '257', '597', '907', '567', '290', '115', '134', '28', '382', '166']
['23', '788', '648', '821', '711', '272', '675', '114', '1', '75', '278', '617', '965', '89', '889', '137', '443', '275', '449', '450']
['314', '224', '555', '276', '526', '807', '482', '101', '831', '336', '514', '581', '180', '0', '941', '777', '545', '909', '775', '884']
['52', '442', '104', '782', '124', '917', '730', '803', '421', '672', '128', '928', '896', '406', '80', '316', '790', '572', '779', '498']
['86', '74', '412', '3', '280', '719', '799', '212', '679', '493', '859', '397', '872', '260', '287', '527', '586', '301', '398', '54']
['756', '848', '171', '987', '413', '32', '580', '587', '144', '420', '610', '668', '681', '273', '204', '601', '475', '879', '629', '383']
['876', '408', '83', '2', '974', '462', '258', '989', '205', '286', '861', '634', '516', '599', '664', '262', '869', '360', '296', '364']
['195', '419', '306', '964', '622', '411', '228', '885', '208', '88', '333', '297', '715', '536', '202', '854', '71', '931', '674', '934']
['50', '225', '671', '895', '343', '365', '279', '362', '835', '911', '108', '850', '214', '455', '761', '409', '222', '615', '523', '264']
['200', '968', '49', '14', '9', '29', '843', '892', '185', '553', '939', '600', '736', '31', '697', '35', '320', '922', '524', '652']
['331', '640', '972', '577', '63', '292', '91', '67', '947', '94', '376', '249', '188', '700', '578', '521', '244', '480', '269', '100']
['938', '386', '852', '538', '79', '612', '132', '642', '353', '305', '13', '342', '585', '796', '878', '873', '242', '391', '294', '335']
['156', '706', '444', '696', '894', '369', '620', '695', '136', '855', '81', '399', '131', '971', '345', '839', '140', '645', '440', '904']
['563', '827', '10', '982', '841', '745', '660', '735', '984', '784', '752', '609', '732', '866', '85', '318', '22', '62', '261', '778']
['836', '181', '400', '994', '42', '808', '842', '503', '582', '924', '106', '677', '518', '405', '644', '298', '387', '656', '392', '167']
['19', '123', '473', '471', '794', '203', '846', '762', '932', '906', '891', '282', '621', '241', '133', '957', '125', '966', '673', '312']
