['545', '410', '38', '248', '922', '709', '460', '518', '142', '243', '323', '614', '683', '593', '431', '222', '325', '967', '603', '157']
['590', '611', '882', '172', '509', '513', '714', '483', '700', '214', '133', '3', '291', '246', '936', '517', '116', '348', '130', '44']
['161', '181', '610', '575', '803', '659', '276', '730', '275', '122', '62', '334', '212', '180', '724', '290', '329', '988', '488', '423']
['992', '523', '231', '487', '726', '638', '928', '879', '342', '805', '202', '840', '420', '155', '245', '754', '60', '959', '279', '601']
['346', '533', '389', '435', '68', '299', '419', '841', '58', '216', '774', '274', '198', '604', '570', '676', '473', '670', '421', '753']
['910', '715', '757', '126', '177', '596', '277', '387', '878', '631', '208', '251', '796', '179', '997', '577', '480', '110', '75', '190']
['633', '929', '656', '780', '830', '74', '39', '148', '869', '61', '341', '167', '868', '761', '154', '645', '720', '923', '247', '11']
['355', '952', '204', '370', '219', '476', '6', '986', '953', '808', '166', '599', '707', '111', '735', '51', '169', '237', '624', '55']
['402', '687', '115', '207', '558', '105', '165', '345', '812', '14', '965', '206', '296', '394', '360', '34', '652', '147', '406', '191']
['42', '571', '79', '301', '747', '576', '76', '792', '898', '949', '723', '551', '395', '9', '314', '255', '873', '777', '752', '5']
['403', '229', '46', '412', '151', '795', '951', '890', '101', '67', '386', '567', '92', '118', '338', '441', '756', '827', '540', '244']
['537', '909', '785', '519', '114', '17', '548', '742', '132', '21', '623', '722', '916', '917', '573', '630', '848', '945', '80', '913']
['442', '294', '253', '585', '828', '731', '654', '134', '895', '141', '867', '845', '595', '888', '616', '566', '388', '948', '493', '859']
['461', '666', '579', '525', '515', '295', '627', '797', '546', '7', '486', '738', '865', '565', '813', '379', '919', '418', '184', '498']
['564', '40', '352', '980', '711', '347', '307', '924', '691', '125', '343', '989', '178', '96', '962', '950', '568', '138', '404', '958']
['312', '391', '694', '973', '484', '416', '238', '123', '618', '385', '31', '866', '113', '47', '690', '512', '605', '321', '820', '332']
['18', '494', '87', '335', '914', '136', '361', '415', '592', '300', '490', '993', '835', '680', '821', '598', '833', '964', '427', '617']
['580', '400', '981', '465', '252', '52', '436', '187', '939', '736', '64', '210', '520', '706', '201', '918', '384', '855', '674', '4']
['217', '258', '363', '823', '955', '597', '91', '915', '380', '826', '339', '54', '651', '946', '286', '853', '445', '589', '381', '960']
['457', '698', '669', '268', '82', '242', '814', '506', '870', '932', '817', '854', '366', '170', '215', '931', '574', '474', '94', '648']
['702', '70', '733', '29', '650', '632', '701', '173', '226', '602', '234', '892', '462', '195', '71', '864', '264', '53', '798', '883']
['607', '313', '672', '66', '281', '78', '88', '745', '308', '65', '956', '433', '475', '703', '784', '621', '131', '319', '197', '357']
['825', '749', '449', '383', '86', '609', '708', '619', '119', '880', '839', '326', '677', '963', '673', '522', '153', '625', '390', '908']
['266', '877', '30', '143', '934', '581', '414', '371', '620', '288', '250', '382', '907', '434', '41', '740', '500', '399', '440', '850']
['712', '351', '176', '349', '369', '446', '516', '98', '786', '802', '971', '171', '639', '377', '816', '16', '583', '984', '527', '225']
['408', '660', '45', '903', '891', '477', '120', '0', '213', '926', '318', '794', '629', '152', '260', '893', '137', '254', '503', '374']
['663', '285', '559', '273', '767', '156', '397', '306', '292', '769', '834', '686', '469', '668', '272', '902', '95', '240', '93', '692']
['106', '628', '695', '428', '271', '324', '773', '783', '994', '10', '612', '974', '175', '150', '451', '844', '15', '193', '778', '362']
['976', '405', '987', '637', '203', '635', '771', '182', '425', '555', '471', '943', '744', '63', '491', '851', '333', '236', '578', '124']
['667', '937', '192', '233', '957', '681', '594', '737', '543', '26', '763', '734', '591', '542', '942', '330', '688', '467', '354', '534']
['550', '102', '183', '608', '541', '458', '662', '904', '678', '557', '507', '320', '35', '107', '144', '584', '186', '340', '249', '359']
['961', '356', '940', '221', '135', '327', '897', '48', '117', '935', '309', '975', '511', '944', '129', '947', '553', '289', '664', '263']
['280', '211', '776', '765', '894', '158', '849', '218', '561', '77', '748', '304', '969', '298', '689', '453', '505', '23', '996', '788']
['530', '466', '739', '775', '526', '807', '998', '293', '787', '647', '772', '57', '979', '265', '789', '417', '819', '452', '716', '843']
['228', '872', '719', '378', '800', '846', '492', '322', '535', '160', '220', '832', '704', '876', '977', '978', '25', '829', '37', '646']
['875', '112', '970', '439', '358', '331', '316', '886', '194', '705', '933', '73', '586', '644', '267', '552', '569', '100', '28', '367']
['108', '496', '36', '790', '746', '196', '422', '472', '532', '900', '699', '84', '671', '392', '13', '209', '781', '847', '538', '328']
['401', '310', '69', '582', '241', '159', '109', '485', '999', '679', '863', '831', '262', '938', '510', '305', '685', '409', '954', '164']
['464', '874', '185', '413', '858', '653', '657', '982', '717', '842', '838', '881', '12', '224', '455', '261', '85', '90', '729', '205']
