['514', '874', '54', '437', '603', '773', '552', '667', '410', '580', '725', '18', '256', '187', '979', '362', '635', '853', '656', '44']
['688', '673', '137', '107', '232', '79', '738', '615', '165', '438', '129', '826', '904', '207', '986', '284', '19', '821', '233', '527']
['843', '679', '318', '648', '718', '286', '490', '739', '479', '104', '583', '839', '690', '47', '573', '854', '812', '262', '481', '304']
['265', '908', '794', '815', '331', '956', '40', '124', '988', '671', '983', '239', '400', '87', '647', '617', '857', '383', '167', '649']
['26', '493', '182', '840', '991', '271', '321', '672', '980', '762', '666', '831', '473', '882', '517', '736', '756', '457', '344', '608']
['878', '164', '820', '717', '122', '215', '100', '289', '389', '431', '942', '112', '665', '775', '201', '836', '70', '708', '430', '906']
['935', '864', '877', '190', '828', '748', '157', '398', '771', '680', '652', '610', '154', '62', '72', '108', '317', '797', '168', '401']
['934', '161', '919', '259', '292', '837', '670', '380', '842', '727', '733', '456', '408', '818', '250', '594', '744', '591', '577', '25']
['685', '903', '847', '226', '625', '504', '121', '391', '923', '392', '11', '643', '142', '697', '132', '609', '998', '36', '611', '153']
['695', '260', '202', '166', '861', '728', '964', '791', '199', '206', '713', '637', '162', '891', '213', '333', '870', '765', '682', '933']
['484', '2', '766', '147', '443', '753', '67', '3', '55', '349', '472', '907', '872', '8', '683', '811', '439', '970', '480', '585']
['417', '492', '542', '955', '462', '849', '146', '712', '993', '272', '510', '886', '639', '13', '390', '921', '613', '693', '623', '377']
['987', '968', '176', '369', '143', '322', '332', '145', '295', '952', '522', '200', '705', '219', '222', '118', '817', '545', '503', '268']
['790', '860', '973', '691', '359', '735', '281', '471', '280', '910', '465', '433', '276', '469', '595', '354', '627', '460', '996', '830']
['315', '798', '630', '540', '689', '524', '902', '353', '326', '855', '141', '936', '186', '974', '612', '351', '117', '926', '976', '536']
['909', '17', '59', '83', '397', '546', '335', '448', '217', '347', '159', '731', '382', '372', '65', '194', '706', '20', '832', '247']
['651', '871', '521', '928', '749', '1', '678', '93', '687', '827', '31', '881', '327', '967', '845', '692', '126', '505', '453', '285']
['21', '694', '246', '475', '49', '720', '96', '33', '235', '261', '151', '569', '950', '149', '424', '258', '814', '961', '899', '309']
['567', '898', '558', '788', '863', '799', '420', '618', '575', '533', '405', '10', '329', '14', '422', '642', '495', '808', '622', '221']
['978', '767', '426', '386', '875', '571', '4', '51', '915', '123', '416', '918', '606', '395', '441', '364', '365', '470', '356', '150']
['599', '287', '407', '110', '772', '632', '568', '951', '859', '94', '208', '378', '614', '210', '478', '116', '211', '873', '192', '633']
['336', '463', '596', '846', '796', '105', '22', '297', '548', '127', '834', '58', '66', '525', '880', '241', '992', '212', '238', '468']
['409', '556', '657', '290', '624', '896', '488', '337', '760', '833', '535', '500', '425', '214', '227', '175', '148', '348', '477', '421']
['393', '39', '944', '570', '50', '584', '99', '251', '851', '707', '43', '483', '947', '844', '152', '793', '616', '578', '807', '140']
['531', '461', '607', '314', '777', '374', '780', '537', '394', '541', '710', '985', '30', '46', '513', '644', '740', '604', '476', '76']
['551', '981', '255', '248', '274', '442', '452', '95', '9', '53', '888', '134', '352', '489', '313', '593', '447', '659', '792', '658']
['786', '299', '69', '84', '367', '363', '257', '937', '763', '714', '189', '574', '927', '275', '204', '328', '677', '373', '502', '703']
['726', '913', '323', '917', '27', '282', '263', '181', '435', '466', '645', '379', '455', '225', '539', '429', '252', '559', '805', '650']
['298', '491', '436', '307', '982', '905', '301', '388', '446', '684', '209', '384', '497', '203', '784', '197', '12', '823', '171', '589']
['619', '234', '494', '954', '23', '293', '668', '783', '554', '445', '529', '325', '414', '98', '346', '949', '534', '366', '941', '930']
['994', '716', '715', '901', '342', '71', '757', '669', '501', '413', '810', '399', '178', '516', '75', '984', '621', '357', '702', '270']
['914', '822', '742', '911', '743', '41', '737', '102', '640', '185', '884', '806', '931', '103', '829', '37', '802', '550', '770', '139']
['544', '724', '638', '515', '990', '180', '561', '674', '485', '220', '320', '86', '781', '946', '887', '989', '676', '440', '106', '128']
['224', '969', '340', '42', '16', '965', '999', '229', '698', '423', '155', '432', '747', '283', '419', '876', '163', '549', '125', '451']
['385', '97', '109', '711', '6', '73', '696', '464', '971', '789', '156', '396', '376', '52', '590', '48', '138', '865', '506', '294']
['92', '764', '889', '879', '655', '646', '113', '752', '530', '953', '675', '916', '555', '894', '34', '355', '269', '746', '900', '957']
['758', '800', '324', '191', '242', '701', '243', '78', '0', '654', '169', '371', '741', '338', '723', '801', '195', '602', '341', '303']
['634', '582', '60', '975', '563', '868', '932', '498', '588', '778', '576', '734', '254', '813', '80', '509', '769', '709', '57', '450']
['925', '862', '755', '7', '302', '912', '920', '850', '641', '565', '411', '759', '427', '228', '700', '223', '454', '119', '754', '5']
['368', '444', '218', '231', '518', '732', '774', '205', '761', '631', '133', '560', '719', '626', '114', '629', '958', '966', '305', '512']
['358', '216', '948', '785', '482', '434', '496', '750', '704', '240', '547', '729', '924', '835', '579', '511', '620', '892', '361', '838']
['526', '929', '628', '487', '85', '196', '824', '158', '587', '581', '977', '787', '825', '120', '653', '135', '68', '387', '598', '406']
['538', '557', '77', '564', '819', '402', '519', '782', '193', '339', '852', '962', '943', '188', '61', '803', '997', '360', '597', '63']
['428', '897', '449', '745', '562', '467', '29', '89', '277', '237', '751', '959', '885', '38', '32', '81', '144', '664', '474', '172']
['660', '404', '730', '350', '939', '940', '160', '856', '311', '972', '82', '816', '278', '375', '867', '869', '101', '184', '279', '605']
['236', '267', '245', '895', '308', '523', '266', '768', '183', '508', '841', '319', '893', '130', '28', '636', '131', '883', '699', '486']
['136', '316', '722', '179', '553', '795', '288', '230', '938', '866', '809', '776', '858', '198', '300', '995', '586', '415', '779', '543']
['24', '64', '532', '35', '721', '459', '572', '173', '601', '600', '528', '312', '370', '244', '499', '15', '88', '334', '264', '681']
['403', '56', '458', '253', '343', '291', '686', '249', '170', '45', '91', '804', '296', '174', '418', '922', '412', '345', '592', '177']
['507', '74', '520', '306', '310', '963', '115', '848', '111', '960', '90', '945', '381', '663', '661', '330', '662', '890', '566', '273']
