['49', '55', '58', '62', '74', '84', '88', '98', '118', '173', '184', '191', '235', '246', '283', '291', '293', '320', '338', '359']
['5', '21', '23', '28', '32', '48', '63', '64', '91', '129', '167', '175', '197', '234', '237', '264', '270', '316', '379', '389']
['6', '29', '75', '81', '105', '112', '135', '161', '189', '225', '256', '260', '303', '305', '308', '332', '339', '352', '357', '374']
['22', '36', '45', '47', '60', '72', '103', '111', '198', '223', '243', '262', '286', '315', '329', '337', '358', '362', '369', '376']
['10', '16', '27', '108', '123', '125', '141', '215', '220', '221', '229', '244', '275', '280', '318', '334', '341', '377', '385', '397']
['1', '17', '102', '120', '139', '166', '174', '193', '210', '214', '224', '252', '281', '288', '299', '300', '302', '313', '336', '344']
['8', '66', '67', '82', '83', '126', '159', '169', '179', '201', '204', '207', '232', '245', '267', '285', '350', '353', '356', '393']
['13', '56', '116', '117', '124', '131', '148', '162', '168', '176', '177', '194', '217', '218', '247', '284', '295', '361', '370', '399']
['41', '43', '46', '96', '154', '202', '205', '226', '233', '239', '271', '272', '278', '296', '298', '321', '331', '372', '380', '386']
['39', '59', '68', '80', '122', '145', '146', '157', '165', '170', '181', '200', '236', '257', '258', '282', '290', '360', '373', '383']
['15', '34', '37', '57', '114', '155', '186', '228', '238', '263', '268', '277', '279', '294', '327', '328', '335', '354', '375', '390']
['71', '78', '94', '100', '110', '115', '142', '143', '150', '180', '212', '230', '240', '241', '242', '251', '309', '343', '388', '394']
['30', '79', '97', '140', '164', '171', '182', '183', '187', '190', '231', '292', '297', '306', '323', '340', '345', '368', '382', '392']
['0', '3', '4', '7', '12', '14', '20', '24', '25', '31', '38', '61', '65', '76', '89', '99', '106', '127', '206', '219']
['9', '33', '40', '53', '130', '132', '172', '199', '203', '255', '287', '301', '314', '325', '326', '365', '367', '381', '384', '391']
['18', '19', '73', '77', '93', '113', '119', '144', '153', '160', '163', '192', '211', '261', '265', '273', '317', '342', '351', '371']
['26', '50', '101', '128', '137', '138', '147', '151', '156', '209', '227', '253', '274', '310', '311', '346', '348', '355', '364', '395']
['11', '42', '44', '52', '86', '92', '134', '149', '208', '222', '266', '269', '304', '312', '324', '349', '363', '387', '396', '398']
['2', '35', '54', '69', '87', '104', '121', '136', '152', '158', '185', '213', '216', '249', '259', '276', '289', '319', '322', '366']
['51', '70', '85', '90', '95', '107', '109', '133', '178', '188', '195', '196', '248', '250', '254', '307', '330', '333', '347', '378']
