['5', '22', '36', '49', '57', '67', '95', '109', '135', '233', '240', '256', '263', '312', '318', '322', '330', '387', '400', '429']
['90', '94', '129', '141', '155', '156', '177', '198', '212', '241', '260', '265', '269', '270', '290', '372', '412', '428', '435', '498']
['24', '35', '48', '55', '73', '201', '224', '294', '299', '303', '316', '383', '401', '409', '415', '424', '426', '433', '462', '472']
['60', '85', '104', '113', '124', '167', '200', '219', '278', '296', '337', '380', '399', '405', '410', '413', '414', '422', '461', '492']
['10', '11', '28', '32', '62', '116', '181', '209', '214', '217', '223', '243', '258', '297', '310', '340', '345', '468', '479', '488']
['17', '19', '46', '47', '66', '91', '97', '148', '169', '184', '203', '229', '249', '253', '283', '377', '431', '436', '439', '494']
['2', '38', '81', '93', '132', '192', '225', '232', '268', '289', '320', '321', '341', '367', '398', '407', '421', '477', '484', '493']
['7', '31', '52', '98', '130', '138', '146', '187', '189', '199', '281', '282', '287', '293', '309', '333', '349', '408', '455', '482']
['8', '16', '18', '27', '53', '56', '64', '86', '120', '230', '239', '246', '295', '311', '315', '351', '427', '478', '486', '497']
['1', '3', '23', '58', '59', '100', '107', '108', '119', '163', '182', '220', '228', '267', '346', '352', '359', '390', '392', '416']
['20', '30', '89', '103', '137', '150', '152', '164', '174', '180', '261', '280', '292', '302', '338', '342', '356', '363', '402', '473']
['70', '76', '78', '105', '147', '154', '168', '173', '195', '204', '213', '215', '237', '248', '275', '325', '353', '364', '368', '373']
['106', '112', '117', '134', '142', '151', '157', '172', '194', '205', '234', '250', '331', '343', '344', '369', '430', '474', '491', '499']
['0', '4', '6', '14', '15', '193', '440', '441', '443', '444', '445', '446', '447', '450', '451', '452', '453', '454', '456', '459']
['25', '29', '68', '72', '176', '211', '226', '254', '264', '271', '291', '305', '306', '317', '362', '375', '442', '464', '467', '485']
['26', '44', '63', '65', '77', '87', '131', '158', '162', '175', '178', '190', '218', '235', '274', '300', '355', '388', '417', '437']
['9', '41', '74', '111', '114', '127', '145', '171', '191', '222', '227', '285', '288', '329', '339', '394', '411', '470', '475', '490']
['34', '39', '84', '96', '153', '166', '206', '236', '251', '252', '276', '319', '332', '335', '347', '358', '379', '385', '395', '406']
['43', '50', '69', '83', '99', '110', '123', '133', '136', '143', '159', '179', '207', '386', '418', '419', '432', '460', '480', '489']
['21', '37', '79', '82', '102', '118', '126', '140', '170', '196', '210', '221', '245', '328', '357', '384', '434', '438', '469', '483']
['40', '71', '88', '92', '115', '122', '149', '208', '216', '231', '238', '307', '326', '360', '370', '404', '420', '466', '481', '496']
['12', '42', '51', '75', '121', '128', '144', '161', '183', '242', '272', '298', '304', '350', '376', '393', '403', '423', '425', '465']
['13', '33', '61', '125', '185', '186', '257', '259', '262', '266', '308', '327', '365', '366', '374', '378', '381', '382', '448', '476']
['45', '54', '160', '165', '188', '247', '279', '286', '313', '323', '334', '336', '361', '371', '391', '449', '457', '458', '471', '487']
['80', '101', '139', '197', '202', '244', '255', '273', '277', '284', '301', '314', '324', '348', '354', '389', '396', '397', '463', '495']
