['21', '53', '54', '75', '81', '88', '154', '199', '226', '243', '251', '267', '301', '306', '325', '342', '355', '357', '377', '381']
['2', '38', '46', '64', '84', '100', '113', '118', '120', '129', '192', '203', '210', '224', '257', '264', '303', '362', '374', '385']
['18', '42', '44', '56', '60', '62', '74', '149', '183', '201', '205', '213', '227', '260', '283', '299', '308', '313', '318', '340']
['27', '48', '82', '91', '108', '156', '157', '170', '182', '198', '211', '233', '239', '249', '279', '287', '311', '314', '323', '350']
['28', '50', '51', '70', '77', '83', '89', '92', '98', '110', '132', '153', '169', '252', '254', '258', '271', '272', '300', '327']
['5', '19', '36', '57', '68', '95', '104', '137', '143', '146', '173', '176', '179', '181', '186', '214', '237', '383', '392', '395']
['58', '66', '101', '115', '126', '162', '209', '222', '262', '263', '275', '295', '328', '331', '332', '345', '347', '366', '369', '375']
['10', '20', '26', '43', '93', '131', '138', '171', '172', '175', '197', '217', '219', '261', '265', '278', '309', '317', '341', '361']
['11', '16', '23', '55', '96', '106', '122', '127', '163', '189', '216', '220', '246', '270', '273', '282', '297', '358', '370', '399']
['32', '69', '79', '133', '147', '191', '206', '223', '232', '241', '244', '245', '277', '289', '298', '319', '373', '384', '386', '397']
['3', '140', '148', '166', '184', '195', '202', '212', '235', '236', '276', '294', '307', '310', '315', '324', '343', '378', '382', '388']
['6', '29', '47', '71', '72', '103', '125', '145', '159', '204', '208', '253', '259', '269', '330', '338', '356', '371', '379', '390']
['37', '45', '128', '139', '158', '164', '167', '178', '190', '225', '229', '242', '255', '286', '321', '352', '354', '363', '393', '398']
['22', '52', '80', '87', '97', '102', '112', '121', '141', '142', '150', '180', '185', '228', '240', '296', '305', '312', '322', '353']
['0', '4', '7', '9', '12', '13', '24', '30', '35', '49', '59', '67', '76', '94', '116', '124', '130', '134', '144', '193']
['14', '31', '61', '63', '86', '90', '174', '177', '187', '200', '221', '288', '292', '302', '320', '334', '336', '349', '380', '394']
['8', '25', '65', '99', '109', '119', '151', '194', '196', '207', '218', '238', '250', '256', '326', '333', '339', '367', '376', '391']
['15', '40', '85', '105', '111', '136', '152', '160', '161', '247', '248', '268', '281', '284', '290', '291', '293', '316', '368', '387']
['17', '33', '34', '41', '78', '135', '188', '230', '231', '266', '285', '335', '344', '346', '351', '359', '360', '365', '372', '396']
['1', '39', '73', '107', '114', '117', '123', '155', '165', '168', '215', '234', '274', '280', '304', '329', '337', '348', '364', '389']
