['82', '100', '106', '120', '123', '131', '139', '140', '141', '145', '187', '191', '194', '196', '206', '299', '358', '364', '370', '371']
['39', '43', '51', '53', '55', '58', '64', '67', '75', '86', '87', '90', '224', '252', '306', '310', '318', '359', '362', '394']
['44', '93', '94', '95', '99', '105', '108', '110', '111', '112', '117', '118', '232', '243', '294', '308', '332', '349', '387', '390']
['10', '13', '21', '22', '41', '45', '48', '54', '56', '57', '62', '245', '254', '263', '266', '273', '296', '331', '335', '361']
['66', '81', '113', '115', '121', '125', '127', '138', '146', '150', '163', '165', '166', '201', '236', '241', '259', '265', '269', '397']
['42', '46', '61', '137', '160', '177', '178', '182', '184', '185', '190', '192', '193', '197', '204', '327', '350', '369', '381', '398']
['29', '49', '59', '68', '72', '74', '78', '83', '88', '91', '96', '240', '242', '283', '309', '319', '320', '354', '392', '396']
['116', '172', '181', '186', '195', '199', '200', '215', '220', '226', '229', '231', '234', '237', '258', '293', '300', '311', '339', '344']
['33', '60', '65', '69', '70', '73', '80', '89', '92', '104', '167', '171', '276', '301', '302', '315', '333', '336', '352', '395']
['85', '101', '114', '129', '136', '153', '154', '164', '175', '188', '189', '208', '212', '217', '247', '264', '278', '287', '297', '343']
['16', '25', '28', '35', '76', '98', '102', '124', '126', '128', '133', '135', '279', '281', '282', '303', '323', '340', '351', '393']
['1', '2', '3', '5', '257', '277', '289', '291', '298', '324', '337', '345', '347', '360', '372', '376', '379', '383', '385', '389']
['36', '50', '77', '103', '132', '134', '142', '144', '147', '151', '155', '156', '159', '176', '179', '244', '248', '292', '326', '384']
['9', '12', '15', '20', '27', '34', '38', '47', '253', '262', '275', '285', '313', '314', '330', '342', '365', '368', '375', '388']
['11', '17', '18', '23', '24', '26', '30', '32', '143', '148', '223', '233', '268', '270', '286', '305', '341', '353', '363', '374']
['37', '40', '63', '71', '119', '122', '149', '158', '161', '162', '168', '170', '173', '174', '261', '295', '312', '317', '355', '380']
['0', '205', '222', '225', '228', '230', '235', '238', '239', '246', '249', '255', '271', '304', '307', '334', '346', '377', '378', '399']
['79', '84', '97', '107', '109', '152', '157', '169', '180', '183', '216', '218', '221', '227', '250', '260', '272', '316', '367', '373']
['14', '19', '31', '52', '130', '198', '202', '203', '207', '209', '210', '211', '213', '214', '219', '321', '325', '329', '348', '366']
['4', '6', '7', '8', '251', '256', '267', '274', '280', '284', '288', '290', '322', '328', '338', '356', '357', '382', '386', '391']
