['17', '48', '68', '71', '158', '170', '175', '227', '284', '295', '308', '334', '363', '372', '373', '413', '439', '444', '462', '473']
['4', '5', '20', '32', '46', '61', '102', '107', '149', '164', '223', '254', '317', '338', '347', '368', '399', '430', '442', '492']
['11', '44', '99', '145', '174', '182', '209', '220', '222', '319', '327', '398', '409', '414', '422', '433', '461', '466', '476', '488']
['13', '25', '26', '91', '112', '115', '125', '148', '232', '240', '250', '253', '283', '316', '322', '330', '375', '432', '463', '484']
['12', '14', '18', '114', '122', '211', '225', '238', '258', '272', '273', '285', '304', '325', '326', '357', '369', '401', '494', '498']
['16', '28', '40', '93', '100', '128', '214', '249', '293', '301', '302', '336', '366', '377', '380', '393', '404', '419', '477', '480']
['54', '59', '70', '74', '162', '184', '201', '206', '233', '237', '261', '268', '298', '353', '371', '374', '415', '453', '455', '470']
['42', '80', '129', '138', '167', '173', '178', '193', '212', '229', '264', '275', '307', '341', '354', '356', '400', '417', '456', '497']
['9', '33', '45', '76', '86', '140', '141', '157', '208', '210', '241', '265', '345', '346', '350', '388', '395', '458', '478', '493']
['8', '73', '89', '98', '101', '126', '152', '153', '160', '186', '228', '296', '315', '351', '355', '376', '403', '434', '449', '482']
['10', '75', '79', '108', '109', '118', '131', '195', '204', '234', '256', '262', '271', '282', '310', '321', '340', '397', '450', '496']
['29', '39', '50', '65', '84', '92', '172', '187', '194', '221', '260', '266', '292', '405', '425', '460', '472', '479', '487', '495']
['22', '47', '95', '124', '176', '192', '219', '231', '239', '252', '255', '279', '306', '314', '337', '411', '416', '423', '475', '491']
['23', '35', '85', '143', '161', '166', '188', '191', '218', '242', '243', '245', '276', '318', '360', '426', '436', '441', '468', '474']
['15', '24', '62', '144', '155', '180', '190', '203', '224', '235', '246', '259', '297', '324', '331', '349', '384', '427', '448', '459']
['43', '51', '63', '64', '72', '78', '104', '116', '132', '154', '159', '202', '207', '248', '280', '286', '407', '438', '485', '490']
['19', '82', '87', '113', '130', '135', '169', '189', '216', '267', '343', '344', '352', '365', '418', '428', '445', '467', '483', '489']
['1', '7', '31', '36', '137', '150', '183', '213', '251', '323', '332', '335', '339', '378', '386', '391', '421', '424', '465', '499']
['0', '58', '90', '96', '105', '136', '151', '181', '200', '291', '305', '328', '358', '370', '389', '420', '429', '454', '464', '481']
['2', '30', '41', '53', '60', '81', '106', '123', '139', '171', '177', '215', '236', '247', '263', '299', '329', '348', '362', '396']
['37', '67', '111', '119', '120', '147', '165', '197', '226', '281', '303', '320', '379', '381', '382', '392', '408', '410', '443', '451']
['21', '52', '57', '97', '103', '121', '133', '142', '146', '156', '163', '179', '199', '244', '287', '342', '412', '435', '447', '469']
['34', '38', '55', '69', '77', '117', '185', '205', '257', '269', '270', '274', '278', '290', '311', '364', '383', '402', '446', '486']
['6', '49', '56', '66', '88', '94', '134', '168', '196', '198', '217', '277', '289', '294', '361', '367', '385', '390', '440', '452']
['3', '27', '83', '110', '127', '230', '288', '300', '309', '312', '313', '333', '359', '387', '394', '406', '431', '437', '457', '471']
