['32', '59', '62', '78', '80', '94', '96', '99', '163', '188', '189', '206', '281', '335', '410', '413', '444', '455', '459', '462']
['2', '14', '37', '47', '54', '71', '138', '155', '201', '240', '266', '270', '288', '327', '399', '407', '417', '421', '442', '486']
['41', '44', '55', '90', '101', '121', '195', '219', '221', '263', '291', '304', '369', '377', '431', '437', '441', '453', '471', '473']
['60', '87', '95', '133', '139', '205', '216', '220', '250', '283', '340', '341', '342', '352', '356', '378', '396', '397', '426', '429']
['19', '77', '118', '146', '168', '248', '252', '277', '282', '305', '306', '308', '315', '353', '385', '390', '405', '432', '476', '495']
['26', '31', '52', '88', '104', '106', '107', '143', '144', '229', '234', '236', '275', '344', '358', '376', '386', '404', '408', '422']
['30', '50', '58', '81', '108', '178', '180', '214', '232', '301', '322', '343', '403', '406', '415', '427', '457', '461', '483', '490']
['10', '12', '38', '43', '75', '111', '119', '131', '157', '171', '183', '278', '285', '289', '350', '402', '424', '425', '479', '482']
['13', '33', '34', '69', '153', '176', '211', '217', '231', '262', '297', '302', '303', '318', '357', '411', '435', '468', '469', '493']
['6', '51', '70', '72', '74', '93', '98', '105', '185', '191', '273', '290', '321', '326', '351', '387', '420', '433', '449', '474']
['4', '27', '28', '36', '67', '134', '142', '164', '222', '226', '259', '296', '325', '332', '361', '370', '384', '412', '456', '466']
['5', '61', '125', '127', '145', '148', '149', '179', '264', '267', '279', '294', '364', '388', '391', '428', '452', '465', '475', '492']
['48', '117', '152', '154', '162', '166', '167', '173', '202', '258', '287', '300', '330', '337', '383', '394', '448', '463', '470', '491']
['35', '46', '79', '129', '170', '193', '204', '228', '246', '256', '257', '261', '339', '362', '392', '401', '443', '447', '460', '477']
['8', '16', '40', '63', '73', '110', '137', '160', '198', '239', '253', '286', '312', '316', '346', '389', '419', '423', '440', '450']
['83', '100', '113', '132', '187', '190', '200', '209', '238', '293', '298', '324', '334', '359', '360', '409', '418', '445', '488', '494']
['0', '7', '23', '57', '85', '128', '135', '141', '175', '186', '199', '269', '271', '338', '355', '363', '454', '458', '467', '489']
['3', '9', '17', '21', '97', '136', '147', '158', '177', '184', '218', '225', '237', '307', '323', '333', '349', '400', '436', '484']
['1', '18', '20', '109', '114', '116', '126', '192', '203', '213', '235', '241', '251', '265', '268', '284', '295', '299', '314', '485']
['15', '25', '76', '84', '115', '120', '172', '194', '196', '208', '210', '233', '331', '336', '345', '354', '366', '371', '382', '446']
['39', '53', '68', '92', '102', '103', '156', '181', '197', '224', '242', '260', '272', '274', '319', '373', '395', '416', '430', '438']
['29', '45', '56', '86', '91', '122', '123', '150', '215', '309', '311', '317', '379', '381', '393', '398', '472', '481', '497', '499']
['22', '66', '151', '161', '169', '212', '227', '243', '244', '245', '249', '280', '292', '320', '328', '347', '365', '375', '380', '498']
['11', '42', '49', '64', '82', '112', '159', '165', '174', '247', '254', '367', '368', '434', '439', '451', '478', '480', '487', '496']
['24', '65', '89', '124', '130', '140', '182', '207', '223', '230', '255', '276', '310', '313', '329', '348', '372', '374', '414', '464']
