['105', '107', '108', '109', '110', '114', '116', '173', '328', '332', '341', '342', '346', '347', '349', '350', '352', '355', '358', '359']
['260', '261', '262', '264', '268', '269', '278', '421', '422', '423', '424', '425', '426', '427', '428', '430', '431', '433', '434', '435']
['1', '8', '14', '59', '121', '122', '128', '129', '178', '221', '229', '232', '234', '238', '241', '393', '486', '489', '495', '496']
['61', '62', '65', '70', '79', '247', '312', '360', '366', '375', '376', '378', '383', '398', '405', '409', '417', '419', '474', '497']
['42', '44', '46', '50', '53', '54', '140', '141', '150', '154', '196', '198', '263', '273', '320', '322', '324', '325', '337', '339']
['85', '89', '123', '138', '139', '240', '251', '253', '254', '256', '259', '281', '282', '283', '287', '289', '290', '293', '296', '298']
['88', '90', '94', '220', '222', '223', '226', '227', '228', '230', '231', '233', '235', '236', '237', '239', '381', '386', '390', '391']
['40', '41', '43', '45', '47', '49', '51', '52', '56', '57', '58', '323', '326', '329', '330', '331', '333', '334', '336', '338']
['183', '188', '244', '248', '249', '257', '361', '362', '363', '364', '365', '367', '368', '369', '370', '371', '372', '374', '377', '379']
['0', '2', '3', '4', '5', '7', '9', '11', '12', '13', '15', '17', '18', '19', '402', '403', '404', '406', '412', '416']
['10', '48', '55', '111', '118', '135', '162', '165', '266', '271', '277', '335', '438', '462', '463', '468', '471', '472', '478', '479']
['91', '103', '106', '117', '119', '192', '200', '202', '205', '206', '207', '208', '209', '211', '212', '213', '214', '218', '411', '414']
['167', '172', '177', '210', '270', '280', '284', '286', '288', '291', '292', '294', '295', '297', '299', '400', '407', '408', '413', '455']
['6', '81', '96', '187', '245', '304', '318', '440', '442', '443', '444', '445', '448', '449', '450', '452', '453', '454', '457', '459']
['20', '21', '24', '25', '26', '27', '28', '29', '31', '35', '38', '39', '75', '166', '170', '174', '176', '344', '348', '418']
['22', '23', '30', '32', '34', '36', '37', '175', '197', '321', '373', '380', '382', '384', '387', '389', '394', '396', '399', '410']
['33', '168', '225', '385', '392', '415', '451', '460', '461', '464', '465', '466', '467', '469', '470', '475', '476', '477', '480', '488']
['180', '181', '182', '184', '185', '186', '189', '190', '191', '193', '194', '195', '199', '267', '275', '279', '285', '327', '351', '388']
['160', '161', '163', '164', '169', '171', '300', '301', '302', '305', '306', '307', '308', '309', '310', '313', '314', '315', '316', '317']
['80', '82', '83', '86', '95', '97', '98', '99', '100', '153', '179', '242', '246', '250', '252', '255', '258', '272', '432', '490']
['84', '101', '102', '112', '113', '115', '274', '401', '481', '482', '483', '484', '485', '487', '491', '492', '493', '494', '498', '499']
['60', '63', '64', '66', '67', '68', '69', '71', '72', '73', '74', '76', '77', '78', '92', '243', '311', '319', '420', '458']
['93', '201', '203', '204', '215', '216', '217', '219', '303', '356', '395', '397', '429', '436', '437', '439', '441', '446', '447', '456']
['87', '120', '124', '125', '126', '127', '130', '131', '132', '133', '134', '136', '137', '224', '265', '276', '340', '353', '354', '357']
['16', '104', '142', '143', '144', '145', '146', '147', '148', '149', '151', '152', '155', '156', '157', '158', '159', '343', '345', '473']
