['71', '76', '81', '86', '91', '335', '340', '341', '345', '346', '350', '439', '444', '448', '453', '458', '481', '486', '491', '496']
['0', '77', '82', '87', '94', '119', '124', '129', '224', '229', '234', '239', '244', '323', '328', '333', '480', '485', '490', '495']
['1', '5', '6', '11', '93', '98', '103', '108', '113', '205', '210', '246', '251', '256', '261', '326', '331', '336', '470', '475']
['3', '8', '13', '80', '161', '266', '271', '305', '310', '315', '385', '390', '395', '403', '408', '419', '424', '429', '434', '465']
['135', '140', '142', '147', '152', '155', '157', '273', '276', '278', '281', '283', '286', '288', '291', '293', '296', '298', '301', '306']
['30', '35', '55', '60', '177', '182', '187', '192', '197', '202', '207', '212', '217', '259', '264', '320', '325', '330', '493', '498']
['49', '54', '59', '121', '126', '131', '175', '180', '185', '223', '228', '265', '337', '342', '347', '352', '357', '362', '397', '402']
['65', '118', '123', '128', '133', '138', '143', '378', '383', '388', '393', '398', '422', '427', '432', '437', '442', '447', '489', '494']
['2', '7', '12', '17', '18', '22', '23', '27', '28', '176', '181', '274', '279', '284', '380', '423', '428', '433', '438', '443']
['37', '42', '47', '52', '136', '233', '238', '243', '248', '252', '253', '257', '258', '311', '316', '322', '420', '425', '430', '435']
['33', '40', '45', '50', '51', '53', '56', '58', '63', '68', '73', '78', '83', '88', '111', '116', '339', '344', '451', '456']
['70', '75', '85', '90', '95', '100', '255', '260', '349', '354', '359', '364', '399', '404', '406', '407', '409', '411', '414', '416']
['36', '41', '46', '242', '247', '304', '309', '400', '405', '410', '413', '415', '418', '477', '482', '483', '487', '488', '492', '497']
['84', '89', '148', '153', '156', '158', '160', '165', '170', '220', '225', '230', '235', '240', '245', '250', '277', '282', '287', '499']
['16', '21', '26', '31', '107', '112', '117', '122', '314', '319', '358', '363', '367', '368', '372', '373', '377', '382', '387', '392']
['29', '34', '39', '44', '61', '66', '149', '154', '159', '163', '168', '173', '190', '195', '200', '365', '370', '375', '467', '472']
['145', '150', '162', '167', '215', '270', '275', '280', '285', '290', '292', '297', '302', '327', '332', '366', '469', '474', '479', '484']
['10', '15', '20', '25', '92', '97', '222', '227', '232', '237', '249', '254', '321', '338', '343', '348', '353', '421', '426', '431']
['4', '9', '216', '221', '226', '231', '236', '241', '295', '300', '324', '329', '334', '351', '356', '361', '449', '454', '459', '464']
['164', '166', '169', '171', '172', '174', '179', '184', '188', '189', '193', '194', '198', '203', '384', '412', '417', '468', '473', '478']
['57', '62', '64', '67', '69', '72', '74', '79', '208', '213', '218', '389', '391', '394', '396', '401', '452', '457', '462', '463']
['14', '19', '99', '104', '109', '114', '201', '206', '211', '262', '267', '269', '272', '307', '308', '313', '461', '466', '471', '476']
['32', '105', '110', '115', '120', '125', '127', '130', '132', '137', '141', '146', '151', '199', '204', '209', '214', '219', '312', '317']
['24', '102', '134', '139', '144', '178', '183', '303', '318', '369', '374', '379', '436', '440', '441', '445', '446', '450', '455', '460']
['38', '43', '48', '96', '101', '106', '186', '191', '196', '263', '268', '289', '294', '299', '355', '360', '371', '376', '381', '386']
