['32', '47', '57', '94', '101', '121', '168', '172', '190', '234', '255', '273', '274', '304', '306', '311', '385', '395', '438', '474']
['26', '33', '49', '51', '64', '109', '128', '144', '149', '173', '183', '193', '282', '338', '352', '388', '403', '421', '432', '442']
['36', '73', '92', '97', '102', '126', '139', '158', '198', '249', '300', '328', '346', '396', '416', '430', '464', '484', '486', '499']
['8', '62', '70', '89', '114', '166', '206', '219', '263', '268', '276', '329', '337', '341', '373', '375', '394', '448', '471', '485']
['46', '79', '119', '123', '129', '130', '132', '191', '202', '204', '244', '248', '318', '362', '380', '400', '409', '468', '470', '476']
['6', '108', '136', '137', '142', '160', '176', '179', '180', '184', '213', '290', '301', '302', '303', '327', '349', '367', '391', '491']
['12', '16', '25', '31', '104', '116', '151', '253', '260', '262', '292', '320', '324', '372', '376', '389', '423', '431', '441', '452']
['20', '39', '44', '56', '76', '90', '192', '197', '233', '237', '242', '246', '257', '269', '313', '412', '413', '425', '472', '495']
['10', '15', '24', '27', '84', '88', '110', '141', '146', '161', '203', '308', '339', '354', '370', '384', '422', '456', '489', '494']
['30', '83', '85', '103', '131', '133', '145', '148', '178', '201', '207', '231', '298', '312', '351', '360', '377', '378', '415', '450']
['21', '23', '61', '105', '138', '150', '169', '171', '200', '212', '221', '222', '227', '240', '245', '266', '275', '374', '417', '455']
['0', '14', '54', '77', '122', '140', '210', '228', '261', '280', '288', '299', '331', '392', '399', '401', '411', '469', '477', '478']
['11', '81', '87', '91', '153', '205', '211', '220', '247', '283', '343', '356', '404', '408', '410', '429', '439', '447', '449', '462']
['53', '127', '167', '174', '189', '236', '279', '294', '295', '297', '330', '333', '364', '368', '424', '428', '436', '451', '463', '465']
['50', '55', '58', '72', '177', '187', '188', '195', '196', '319', '347', '361', '369', '406', '414', '420', '454', '461', '490', '492']
['1', '9', '41', '100', '111', '113', '115', '147', '164', '238', '239', '277', '278', '305', '418', '437', '443', '446', '460', '482']
['2', '7', '13', '37', '48', '65', '98', '99', '152', '155', '162', '287', '293', '382', '419', '433', '435', '445', '483', '496']
['40', '60', '80', '208', '215', '224', '230', '252', '267', '272', '281', '310', '363', '387', '393', '398', '466', '475', '481', '497']
['5', '28', '35', '42', '71', '96', '117', '134', '259', '321', '322', '325', '332', '340', '350', '405', '407', '457', '480', '493']
['4', '22', '78', '95', '106', '124', '125', '199', '209', '217', '258', '291', '323', '344', '357', '358', '366', '426', '467', '487']
['19', '29', '34', '38', '63', '118', '156', '175', '241', '270', '271', '309', '315', '316', '342', '359', '365', '397', '402', '440']
['17', '69', '75', '86', '93', '107', '143', '154', '157', '181', '216', '229', '286', '289', '307', '334', '335', '336', '390', '459']
['18', '59', '66', '67', '74', '226', '232', '235', '284', '285', '296', '317', '326', '345', '348', '383', '386', '444', '479', '498']
['3', '43', '82', '135', '159', '165', '170', '182', '214', '218', '225', '251', '256', '264', '265', '314', '353', '355', '371', '458']
['45', '52', '68', '112', '120', '163', '185', '186', '194', '223', '243', '250', '254', '379', '381', '427', '434', '453', '473', '488']
