['229', '298', '394', '267', '236', '171', '265', '192', '280', '4', '36', '353', '288', '34', '150', '325', '354', '306', '112', '287']
['220', '338', '6', '361', '74', '155', '300', '47', '244', '87', '61', '324', '227', '299', '370', '23', '67', '11', '281', '179']
['320', '184', '233', '310', '390', '295', '124', '35', '235', '70', '213', '301', '52', '136', '149', '97', '368', '279', '93', '323']
['163', '90', '43', '216', '224', '57', '86', '266', '128', '122', '209', '262', '58', '335', '395', '256', '225', '157', '55', '153']
['312', '348', '138', '132', '64', '102', '218', '172', '141', '63', '388', '22', '355', '383', '96', '237', '54', '44', '317', '322']
['263', '5', '258', '289', '350', '147', '73', '259', '336', '77', '290', '378', '339', '242', '241', '130', '56', '399', '79', '389']
['76', '204', '139', '12', '386', '170', '83', '362', '297', '145', '365', '199', '278', '296', '212', '330', '334', '123', '126', '1']
['249', '180', '15', '115', '217', '342', '366', '66', '321', '46', '396', '134', '154', '319', '50', '247', '305', '391', '271', '215']
['203', '384', '292', '26', '33', '380', '234', '84', '264', '293', '381', '186', '20', '89', '19', '238', '92', '135', '398', '282']
['206', '228', '357', '85', '272', '25', '276', '373', '28', '140', '331', '91', '214', '174', '239', '158', '274', '326', '42', '346']
['222', '245', '177', '309', '110', '164', '129', '275', '341', '200', '142', '285', '81', '176', '48', '318', '94', '178', '75', '358']
['202', '7', '351', '68', '286', '60', '337', '369', '397', '160', '189', '38', '375', '208', '106', '188', '367', '118', '243', '88']
['191', '40', '72', '17', '152', '284', '359', '151', '257', '21', '80', '327', '111', '14', '159', '100', '173', '364', '273', '107']
['168', '105', '10', '166', '98', '376', '313', '182', '119', '240', '183', '392', '167', '302', '13', '193', '344', '210', '169', '51']
['269', '24', '165', '315', '32', '181', '9', '108', '82', '62', '156', '198', '113', '254', '53', '49', '143', '294', '116', '379']
['0', '316', '120', '194', '109', '268', '114', '360', '185', '231', '197', '29', '352', '340', '221', '304', '187', '283', '16', '255']
['205', '69', '39', '99', '345', '311', '261', '393', '356', '162', '3', '133', '207', '59', '78', '277', '385', '41', '248', '146']
['371', '37', '387', '148', '328', '250', '175', '104', '127', '372', '161', '144', '260', '65', '223', '103', '329', '363', '246', '251']
['201', '219', '333', '270', '291', '8', '343', '374', '230', '314', '101', '253', '45', '303', '382', '349', '95', '195', '30', '71']
['137', '347', '2', '121', '18', '131', '125', '196', '190', '31', '252', '117', '211', '307', '377', '308', '232', '226', '27', '332']
