['1', '45', '64', '167', '172', '174', '176', '213', '277', '302', '310', '325', '330', '335', '352', '383', '394', '396', '408', '417']
['37', '40', '44', '49', '51', '54', '56', '59', '66', '75', '77', '89', '91', '142', '260', '367', '380', '403', '475', '490']
['32', '78', '107', '199', '224', '286', '317', '350', '464', '478', '482', '483', '484', '485', '488', '491', '493', '497', '498', '499']
['28', '165', '205', '282', '283', '285', '287', '294', '301', '404', '420', '421', '424', '425', '427', '430', '435', '436', '438', '439']
['65', '87', '122', '125', '126', '127', '144', '190', '196', '203', '206', '207', '209', '211', '284', '289', '329', '361', '362', '378']
['21', '67', '82', '99', '222', '225', '229', '245', '259', '263', '270', '278', '318', '337', '413', '441', '450', '451', '471', '474']
['80', '86', '98', '105', '140', '141', '145', '148', '149', '150', '152', '153', '156', '158', '241', '304', '374', '402', '406', '419']
['139', '163', '180', '181', '183', '184', '185', '187', '188', '189', '192', '193', '194', '195', '198', '208', '307', '392', '440', '492']
['5', '6', '9', '12', '16', '17', '42', '74', '186', '191', '230', '231', '242', '347', '348', '351', '353', '357', '358', '390']
['50', '61', '70', '73', '106', '108', '113', '159', '223', '251', '321', '344', '423', '426', '428', '429', '431', '433', '434', '437']
['48', '60', '81', '92', '143', '248', '314', '363', '370', '373', '375', '377', '379', '480', '481', '486', '487', '489', '495', '496']
['46', '53', '62', '63', '69', '71', '72', '76', '79', '130', '135', '154', '162', '272', '382', '384', '391', '448', '449', '456']
['38', '168', '220', '221', '226', '227', '232', '233', '234', '235', '236', '237', '239', '342', '365', '366', '368', '369', '372', '385']
['52', '100', '101', '102', '103', '104', '115', '116', '119', '160', '161', '164', '166', '170', '171', '177', '250', '303', '306', '319']
['23', '24', '30', '31', '133', '173', '175', '218', '219', '309', '327', '376', '405', '414', '415', '442', '455', '457', '459', '465']
['123', '146', '155', '178', '200', '201', '204', '210', '212', '216', '217', '261', '274', '276', '386', '387', '416', '422', '432', '453']
['27', '121', '134', '214', '243', '290', '291', '292', '293', '297', '298', '299', '305', '315', '322', '371', '399', '407', '418', '460']
['3', '4', '7', '11', '14', '18', '20', '22', '25', '26', '29', '33', '34', '36', '39', '68', '147', '157', '247', '360']
['57', '58', '120', '129', '151', '228', '389', '454', '461', '462', '463', '466', '467', '468', '469', '470', '472', '476', '477', '479']
['2', '15', '83', '84', '85', '88', '93', '94', '96', '97', '124', '169', '179', '202', '281', '343', '346', '359', '458', '494']
['137', '244', '246', '249', '252', '253', '254', '255', '256', '257', '258', '388', '393', '395', '411', '443', '445', '446', '447', '452']
['90', '182', '262', '264', '265', '266', '267', '268', '269', '271', '273', '275', '279', '312', '364', '381', '397', '398', '444', '473']
['0', '8', '10', '13', '19', '47', '95', '240', '280', '295', '296', '300', '311', '313', '320', '331', '333', '336', '339', '401']
['35', '43', '109', '110', '111', '112', '114', '117', '118', '128', '132', '136', '138', '238', '340', '341', '400', '409', '410', '412']
['41', '55', '131', '197', '215', '288', '308', '316', '323', '324', '326', '328', '332', '334', '338', '345', '349', '354', '355', '356']
