['21', '23', '31', '34', '35', '36', '40', '83', '93', '103', '172', '221', '233', '237', '239', '252', '351', '390', '437', '449']
['24', '67', '143', '163', '165', '180', '185', '186', '202', '205', '207', '208', '210', '213', '217', '220', '321', '332', '333', '487']
['4', '14', '68', '72', '112', '129', '158', '159', '192', '201', '203', '204', '209', '212', '250', '363', '445', '458', '471', '498']
['26', '176', '179', '241', '242', '243', '244', '247', '248', '249', '253', '254', '255', '309', '328', '338', '339', '340', '356', '472']
['46', '57', '59', '84', '85', '89', '91', '92', '141', '144', '149', '150', '151', '153', '154', '157', '160', '314', '454', '485']
['13', '98', '148', '166', '216', '223', '273', '306', '334', '389', '391', '411', '464', '465', '467', '474', '475', '477', '479', '480']
['41', '43', '56', '97', '101', '104', '105', '107', '109', '111', '113', '115', '117', '120', '214', '229', '277', '383', '397', '439']
['33', '37', '42', '44', '45', '48', '49', '51', '52', '53', '54', '55', '58', '60', '161', '164', '257', '335', '392', '470']
['22', '27', '28', '30', '47', '77', '102', '114', '134', '178', '183', '206', '279', '323', '336', '358', '385', '395', '412', '427']
['2', '3', '8', '9', '11', '12', '15', '20', '32', '38', '128', '142', '146', '156', '368', '370', '379', '393', '409', '416']
['62', '64', '71', '73', '79', '110', '116', '291', '302', '304', '305', '308', '312', '313', '316', '319', '320', '345', '455', '490']
['155', '235', '238', '264', '268', '301', '303', '310', '315', '341', '344', '346', '347', '349', '350', '353', '357', '360', '404', '408']
['181', '182', '187', '188', '194', '195', '196', '197', '198', '200', '329', '381', '382', '384', '386', '387', '388', '394', '396', '400']
['16', '226', '281', '282', '283', '284', '285', '286', '287', '288', '289', '290', '292', '295', '297', '298', '299', '300', '410', '417']
['119', '145', '173', '189', '263', '266', '269', '270', '275', '276', '278', '280', '317', '330', '343', '355', '378', '406', '415', '426']
['118', '222', '228', '231', '232', '236', '240', '293', '361', '362', '364', '366', '367', '369', '371', '372', '375', '376', '377', '380']
['29', '65', '66', '70', '74', '75', '80', '191', '193', '218', '225', '245', '246', '260', '274', '423', '457', '459', '461', '463']
['99', '147', '168', '170', '174', '199', '215', '219', '331', '373', '399', '434', '442', '443', '448', '451', '453', '466', '468', '478']
['1', '5', '6', '7', '17', '82', '95', '121', '122', '123', '126', '127', '131', '132', '136', '137', '234', '425', '438', '469']
['10', '25', '50', '69', '106', '167', '169', '171', '190', '259', '261', '265', '271', '294', '322', '324', '325', '327', '337', '476']
['61', '81', '86', '87', '88', '90', '94', '96', '100', '211', '230', '348', '441', '444', '446', '447', '450', '452', '456', '460']
['0', '398', '401', '405', '407', '414', '462', '481', '482', '483', '484', '486', '488', '489', '491', '492', '493', '494', '495', '496']
['39', '63', '76', '78', '133', '138', '139', '152', '162', '177', '251', '256', '307', '311', '318', '352', '354', '359', '374', '413']
['130', '135', '140', '184', '224', '227', '342', '418', '421', '422', '424', '428', '429', '430', '431', '432', '433', '435', '436', '440']
['18', '19', '108', '124', '125', '175', '258', '262', '267', '272', '296', '326', '365', '402', '403', '419', '420', '473', '497', '499']
