['2', '58', '60', '92', '127', '131', '172', '186', '202', '213', '215', '222', '223', '237', '249', '253', '270', '292', '461', '478']
['25', '30', '68', '142', '157', '220', '224', '232', '267', '288', '291', '309', '317', '358', '360', '370', '379', '456', '457', '460']
['10', '34', '50', '67', '74', '103', '125', '156', '160', '189', '218', '227', '276', '299', '333', '348', '354', '366', '381', '447']
['11', '19', '35', '97', '141', '149', '151', '216', '251', '268', '303', '347', '371', '387', '389', '408', '421', '448', '458', '471']
['77', '84', '113', '204', '226', '229', '264', '272', '279', '296', '297', '330', '367', '382', '407', '455', '463', '482', '485', '494']
['102', '115', '121', '152', '170', '294', '305', '310', '321', '362', '375', '384', '385', '388', '426', '437', '439', '449', '474', '499']
['15', '38', '52', '54', '76', '85', '110', '118', '120', '258', '300', '311', '343', '359', '380', '391', '399', '435', '438', '464']
['44', '45', '56', '61', '132', '150', '221', '244', '261', '281', '283', '318', '336', '352', '357', '392', '393', '419', '450', '490']
['66', '88', '114', '117', '126', '128', '134', '154', '191', '212', '231', '241', '320', '337', '365', '369', '383', '418', '440', '446']
['48', '63', '99', '101', '111', '112', '116', '124', '137', '207', '211', '217', '252', '259', '306', '314', '335', '355', '409', '428']
['5', '28', '65', '71', '90', '140', '166', '210', '240', '254', '286', '290', '298', '349', '363', '395', '414', '415', '443', '469']
['27', '33', '62', '82', '91', '106', '147', '153', '162', '178', '180', '183', '262', '273', '287', '315', '329', '394', '405', '479']
['12', '39', '47', '79', '81', '108', '143', '159', '190', '198', '219', '228', '248', '301', '373', '403', '420', '432', '465', '491']
['14', '23', '24', '64', '83', '105', '109', '144', '146', '155', '174', '184', '196', '243', '256', '275', '327', '346', '436', '480']
['3', '78', '133', '145', '163', '167', '205', '208', '250', '289', '324', '341', '386', '398', '401', '402', '412', '459', '476', '481']
['8', '59', '100', '239', '245', '246', '293', '307', '312', '338', '350', '353', '368', '378', '404', '417', '430', '445', '451', '498']
['37', '42', '53', '70', '73', '129', '138', '139', '161', '238', '304', '313', '319', '400', '423', '424', '429', '453', '475', '492']
['13', '17', '72', '87', '158', '181', '192', '199', '203', '263', '269', '282', '326', '328', '377', '425', '441', '442', '452', '472']
['26', '200', '201', '230', '233', '242', '247', '274', '278', '322', '334', '339', '344', '364', '397', '406', '416', '427', '483', '496']
['1', '18', '20', '31', '41', '46', '75', '98', '136', '169', '171', '179', '185', '323', '351', '411', '431', '468', '486', '487']
['4', '32', '80', '96', '122', '175', '176', '193', '194', '195', '236', '255', '265', '332', '342', '372', '376', '413', '444', '454']
['9', '16', '40', '43', '119', '135', '165', '182', '187', '188', '197', '206', '271', '277', '280', '284', '340', '361', '396', '493']
['0', '7', '21', '22', '51', '89', '94', '164', '173', '177', '209', '225', '257', '308', '410', '433', '434', '488', '489', '497']
['29', '36', '49', '86', '93', '107', '130', '214', '234', '266', '295', '302', '325', '331', '345', '390', '462', '470', '484', '495']
['6', '55', '57', '69', '95', '104', '123', '148', '168', '235', '260', '285', '316', '356', '374', '422', '466', '467', '473', '477']
