['35', '104', '105', '136', '137']
['36', '151', '152', '153', '154']
['16', '17', '18', '147', '159']
['70', '81', '82', '98', '193']
['66', '69', '196', '197', '199']
['1', '2', '3', '10', '172']
['63', '64', '65', '187', '188']
['50', '111', '113', '156', '157']
['48', '56', '57', '58', '59']
['186', '231', '232', '233', '243']
['67', '68', '202', '215', '234']
['96', '99', '100', '161', '163']
['206', '207', '209', '210', '225']
['4', '5', '141', '164', '165']
['46', '47', '49', '244', '245']
['31', '33', '34', '102', '150']
['168', '201', '211', '212', '213']
['19', '20', '106', '143', '144']
['83', '84', '85', '114', '115']
['94', '95', '171', '173', '174']
['170', '181', '182', '183', '214']
['32', '76', '77', '78', '79']
['177', '178', '179', '221', '238']
['226', '228', '229', '230', '250']
['189', '190', '203', '204', '205']
['93', '116', '117', '119', '120']
['61', '138', '139', '140', '249']
['37', '38', '39', '185', '235']
['200', '216', '219', '220', '247']
['126', '180', '241', '242', '248']
['21', '22', '23', '191', '192']
['8', '9', '27', '124', '125']
['6', '7', '148', '149', '184']
['91', '92', '160', '217', '218']
['41', '42', '112', '142', '162']
['28', '135', '222', '223', '224']
['11', '13', '26', '29', '30']
['86', '89', '175', '176', '227']
['101', '103', '129', '130', '198']
['40', '134', '146', '194', '195']
['72', '166', '167', '169', '208']
['43', '54', '55', '60', '97']
['44', '45', '51', '52', '53']
['15', '87', '88', '90', '122']
['107', '108', '109', '110', '155']
['24', '25', '118', '145', '158']
['236', '237', '239', '240', '246']
['12', '62', '80', '127', '128']
['121', '123', '131', '132', '133']
['14', '71', '73', '74', '75']
