['154', '155', '300', '306', '307']
['147', '148', '443', '444', '445']
['29', '30', '60', '246', '249']
['25', '146', '476', '479', '480']
['112', '166', '196', '197', '198']
['16', '17', '18', '24', '38']
['42', '176', '177', '285', '360']
['26', '27', '28', '436', '437']
['103', '104', '105', '149', '150']
['127', '217', '218', '219', '496']
['254', '364', '412', '425', '440']
['58', '241', '242', '243', '244']
['45', '54', '62', '63', '200']
['328', '348', '456', '459', '460']
['131', '132', '236', '237', '288']
['44', '213', '214', '215', '464']
['99', '403', '404', '405', '441']
['128', '129', '221', '259', '260']
['80', '130', '330', '401', '402']
['121', '481', '482', '483', '484']
['222', '223', '224', '354', '470']
['81', '82', '110', '365', '448']
['66', '67', '68', '69', '384']
['173', '406', '407', '409', '442']
['167', '168', '169', '395', '465']
['227', '301', '302', '303', '408']
['296', '322', '411', '413', '438']
['32', '33', '34', '39', '40']
['116', '117', '118', '119', '170']
['144', '145', '220', '282', '474']
['98', '274', '356', '454', '455']
['78', '161', '162', '163', '310']
['212', '337', '338', '487', '488']
['257', '258', '357', '399', '424']
['226', '228', '229', '320', '400']
['11', '12', '13', '79', '192']
['19', '20', '207', '278', '500']
['2', '3', '191', '252', '253']
['31', '334', '335', '351', '352']
['175', '178', '311', '312', '313']
['90', '266', '267', '467', '468']
['134', '135', '331', '332', '333']
['190', '304', '305', '429', '430']
['186', '187', '189', '427', '428']
['133', '140', '164', '165', '275']
['86', '87', '88', '89', '251']
['102', '391', '392', '393', '453']
['230', '341', '342', '343', '350']
['91', '93', '94', '314', '315']
['231', '232', '233', '234', '235']
['6', '8', '9', '10', '308']
['35', '61', '83', '84', '85']
['74', '136', '137', '138', '139']
['56', '57', '59', '64', '324']
['113', '114', '461', '462', '463']
['96', '97', '271', '272', '273']
['172', '179', '372', '373', '374']
['206', '208', '209', '210', '485']
['21', '22', '46', '47', '180']
['101', '347', '394', '466', '469']
['1', '92', '261', '262', '263']
['115', '349', '486', '489', '490']
['291', '292', '293', '294', '383']
['247', '387', '388', '389', '390']
['36', '37', '143', '379', '380']
['41', '43', '289', '309', '325']
['75', '126', '346', '434', '435']
['50', '70', '106', '381', '382']
['7', '416', '417', '418', '495']
['71', '72', '73', '286', '287']
['158', '159', '160', '188', '498']
['255', '268', '269', '270', '295']
['23', '211', '326', '327', '329']
['95', '250', '318', '319', '386']
['107', '108', '491', '492', '493']
['141', '142', '421', '422', '423']
['290', '344', '345', '385', '471']
['281', '283', '284', '414', '415']
['371', '397', '398', '473', '494']
['15', '336', '339', '340', '499']
['124', '238', '239', '240', '316']
['297', '298', '299', '367', '475']
['48', '49', '171', '181', '183']
['122', '264', '265', '457', '458']
['396', '410', '419', '420', '478']
['55', '355', '446', '449', '450']
['4', '5', '109', '111', '248']
['194', '195', '376', '377', '378']
['51', '52', '53', '451', '452']
['14', '225', '245', '276', '277']
['201', '202', '203', '204', '205']
['76', '77', '174', '321', '323']
['193', '216', '279', '280', '317']
['120', '182', '361', '363', '477']
['125', '353', '358', '359', '362']
['100', '366', '368', '369', '370']
['65', '156', '157', '375', '426']
['151', '152', '153', '439', '472']
['184', '185', '431', '432', '433']
['123', '199', '256', '447', '497']
