['209', '814', '827', '936', '988']
['397', '401', '686', '902', '918']
['251', '309', '311', '559', '973']
['126', '129', '555', '705', '847']
['219', '234', '316', '756', '853']
['24', '178', '467', '859', '978']
['91', '477', '805', '890', '991']
['80', '246', '372', '764', '857']
['144', '303', '527', '544', '740']
['32', '252', '264', '396', '735']
['286', '336', '357', '776', '913']
['90', '239', '405', '585', '748']
['257', '398', '543', '569', '838']
['101', '200', '326', '376', '501']
['43', '163', '254', '451', '666']
['191', '330', '350', '427', '632']
['112', '310', '391', '633', '640']
['119', '242', '412', '515', '926']
['142', '358', '361', '627', '648']
['30', '55', '177', '624', '968']
['195', '532', '766', '912', '944']
['14', '346', '440', '549', '629']
['22', '460', '882', '948', '995']
['235', '238', '840', '903', '921']
['67', '128', '130', '165', '656']
['164', '220', '701', '793', '849']
['181', '380', '437', '518', '550']
['354', '441', '528', '588', '715']
['68', '76', '268', '368', '564']
['35', '175', '224', '228', '304']
['215', '248', '545', '610', '897']
['12', '240', '392', '846', '959']
['82', '540', '552', '599', '775']
['51', '188', '429', '450', '674']
['109', '243', '732', '801', '820']
['210', '768', '892', '962', '977']
['4', '156', '227', '260', '974']
['123', '360', '428', '526', '683']
['322', '375', '582', '810', '946']
['159', '245', '485', '643', '681']
['341', '456', '493', '506', '945']
['186', '230', '285', '340', '861']
['307', '434', '504', '956', '993']
['464', '573', '637', '657', '718']
['63', '197', '277', '329', '842']
['21', '97', '470', '729', '734']
['11', '61', '192', '813', '972']
['37', '110', '184', '402', '414']
['275', '503', '658', '725', '953']
['66', '313', '548', '908', '985']
['98', '194', '547', '841', '878']
['114', '373', '530', '663', '797']
['241', '512', '517', '721', '728']
['75', '363', '393', '839', '940']
['279', '379', '538', '763', '915']
['53', '642', '873', '919', '957']
['263', '778', '855', '887', '941']
['15', '457', '611', '662', '780']
['38', '58', '107', '626', '806']
['231', '507', '743', '934', '943']
['198', '342', '534', '593', '930']
['141', '154', '366', '482', '765']
['44', '327', '447', '672', '757']
['103', '136', '249', '655', '889']
['160', '367', '411', '622', '825']
['166', '190', '603', '788', '927']
['471', '653', '759', '894', '961']
['500', '576', '625', '682', '800']
['9', '52', '196', '199', '879']
['288', '415', '424', '505', '950']
['266', '792', '895', '958', '983']
['8', '25', '364', '553', '779']
['34', '581', '863', '910', '966']
['49', '115', '389', '699', '770']
['85', '172', '370', '567', '816']
['338', '475', '631', '871', '877']
['449', '539', '617', '761', '909']
['267', '323', '453', '578', '870']
['523', '579', '712', '733', '774']
['387', '479', '691', '904', '997']
['26', '179', '649', '742', '819']
['70', '598', '762', '787', '935']
['45', '54', '356', '383', '560']
['417', '630', '760', '900', '923']
['127', '262', '419', '469', '790']
['42', '162', '472', '690', '744']
['96', '208', '803', '809', '937']
['39', '287', '318', '513', '670']
['535', '692', '753', '965', '971']
['10', '204', '301', '654', '967']
['158', '433', '498', '711', '758']
['153', '332', '458', '508', '990']
['272', '614', '665', '693', '749']
['143', '290', '444', '638', '851']
['121', '314', '320', '334', '924']
['474', '487', '731', '898', '949']
['89', '660', '767', '885', '982']
['244', '709', '717', '730', '981']
['496', '541', '612', '860', '931']
['41', '168', '223', '522', '635']
['258', '299', '570', '661', '942']
['180', '221', '236', '589', '888']
['88', '302', '359', '769', '963']
['28', '641', '831', '874', '922']
['216', '339', '377', '592', '886']
['202', '237', '399', '465', '812']
['108', '113', '273', '628', '684']
['381', '382', '488', '636', '807']
['271', '344', '509', '568', '828']
['5', '93', '586', '737', '821']
['443', '708', '862', '864', '952']
['36', '390', '520', '574', '781']
['331', '524', '554', '606', '976']
['176', '365', '445', '869', '883']
['619', '659', '668', '925', '999']
['435', '597', '785', '914', '984']
['17', '64', '337', '483', '907']
['122', '418', '875', '899', '955']
['65', '106', '145', '697', '905']
['296', '321', '706', '707', '884']
['125', '222', '378', '723', '920']
['40', '274', '407', '420', '880']
['7', '20', '146', '497', '815']
['297', '634', '667', '713', '720']
['29', '50', '218', '436', '519']
['18', '104', '355', '395', '621']
['171', '284', '369', '789', '796']
['213', '214', '386', '413', '704']
['120', '152', '587', '745', '893']
['99', '233', '305', '448', '710']
['47', '300', '620', '802', '850']
['131', '281', '308', '312', '738']
['293', '388', '702', '719', '833']
['292', '595', '602', '783', '852']
['13', '134', '466', '688', '933']
['423', '439', '754', '829', '929']
['56', '140', '255', '345', '843']
['83', '118', '138', '536', '752']
['46', '571', '639', '832', '996']
['137', '155', '746', '834', '975']
['348', '511', '583', '714', '824']
['182', '455', '679', '799', '858']
['422', '605', '736', '786', '980']
['74', '438', '463', '561', '872']
['408', '580', '646', '722', '751']
['23', '416', '478', '651', '987']
['298', '421', '514', '808', '906']
['294', '315', '727', '811', '867']
['3', '102', '347', '596', '844']
['400', '533', '577', '755', '992']
['84', '169', '278', '645', '845']
['57', '189', '306', '446', '671']
['694', '696', '747', '773', '830']
['385', '403', '590', '680', '798']
['157', '206', '521', '613', '994']
['133', '170', '695', '726', '750']
['207', '253', '409', '562', '837']
['147', '232', '572', '675', '947']
['276', '891', '901', '911', '951']
['431', '542', '600', '676', '848']
['2', '325', '604', '616', '986']
['563', '647', '669', '685', '964']
['95', '374', '452', '481', '551']
['352', '516', '687', '724', '836']
['328', '459', '615', '716', '932']
['33', '69', '205', '495', '594']
['1', '86', '225', '410', '795']
['0', '6', '149', '525', '739']
['71', '269', '333', '384', '565']
['343', '480', '510', '791', '939']
['132', '161', '623', '969', '979']
['62', '229', '283', '371', '854']
['151', '270', '461', '601', '677']
['618', '700', '804', '881', '938']
['167', '187', '280', '362', '426']
['27', '185', '608', '822', '960']
['282', '406', '650', '741', '856']
['73', '183', '295', '566', '954']
['430', '473', '484', '703', '818']
['16', '31', '174', '529', '557']
['87', '116', '394', '537', '652']
['72', '492', '494', '928', '989']
['81', '211', '502', '794', '826']
['150', '476', '499', '546', '916']
['319', '609', '782', '896', '970']
['77', '117', '139', '425', '771']
['100', '404', '673', '817', '835']
['105', '256', '291', '351', '531']
['59', '60', '212', '591', '777']
['193', '203', '259', '556', '865']
['265', '289', '489', '784', '866']
['94', '201', '217', '349', '644']
['79', '92', '226', '247', '454']
['19', '135', '462', '876', '917']
['78', '324', '432', '486', '558']
['111', '335', '442', '575', '868']
['468', '491', '584', '607', '772']
['48', '173', '261', '353', '998']
['124', '148', '490', '664', '678']
['250', '317', '689', '698', '823']
