['66', '120', '315', '78', '692']
['751', '55', '812', '238', '974']
['284', '448', '685', '462', '325']
['163', '10', '897', '124', '621']
['744', '239', '424', '602', '780']
['376', '464', '279', '323', '760']
['395', '581', '16', '51', '914']
['236', '220', '817', '411', '617']
['504', '361', '564', '219', '748']
['885', '178', '445', '643', '688']
['993', '392', '406', '521', '666']
['745', '126', '59', '422', '884']
['127', '870', '840', '434', '363']
['426', '397', '377', '647', '769']
['610', '129', '442', '344', '75']
['757', '523', '401', '796', '807']
['572', '308', '295', '109', '708']
['785', '433', '427', '471', '142']
['64', '168', '856', '702', '649']
['296', '586', '345', '90', '196']
['145', '791', '767', '788', '475']
['409', '199', '246', '303', '898']
['365', '507', '615', '896', '313']
['368', '935', '144', '467', '734']
['70', '370', '15', '274', '215']
['182', '44', '413', '590', '997']
['984', '653', '169', '335', '902']
['829', '779', '485', '820', '218']
['694', '868', '429', '501', '883']
['580', '765', '512', '20', '838']
['928', '404', '285', '312', '650']
['228', '831', '490', '244', '674']
['534', '591', '544', '933', '172']
['203', '431', '854', '410', '577']
['847', '715', '414', '808', '421']
['864', '893', '520', '714', '554']
['398', '299', '242', '953', '923']
['842', '716', '282', '539', '41']
['546', '441', '353', '563', '470']
['451', '536', '906', '516', '375']
['7', '101', '96', '930', '328']
['346', '252', '668', '585', '758']
['280', '257', '498', '334', '628']
['956', '73', '27', '54', '576']
['316', '754', '258', '98', '964']
['116', '195', '726', '729', '737']
['955', '386', '848', '669', '999']
['29', '710', '153', '128', '372']
['351', '458', '204', '865', '954']
['240', '798', '793', '804', '181']
['689', '781', '320', '494', '53']
['118', '924', '32', '22', '565']
['876', '821', '270', '747', '449']
['503', '588', '14', '596', '773']
['916', '83', '248', '1', '736']
['801', '655', '626', '273', '522']
['642', '102', '786', '381', '620']
['525', '254', '505', '511', '722']
['121', '234', '826', '283', '700']
['948', '837', '660', '921', '265']
['450', '795', '481', '297', '390']
['724', '979', '131', '38', '307']
['374', '903', '813', '225', '271']
['79', '730', '318', '561', '466']
['88', '931', '366', '24', '347']
['570', '364', '939', '171', '58']
['214', '599', '945', '759', '851']
['152', '943', '329', '645', '528']
['654', '753', '224', '82', '473']
['68', '877', '849', '952', '149']
['452', '337', '707', '191', '358']
['226', '929', '613', '508', '594']
['176', '636', '154', '526', '50']
['735', '371', '711', '383', '80']
['552', '97', '357', '298', '167']
['545', '317', '133', '718', '555']
['132', '551', '925', '986', '907']
['468', '960', '34', '396', '198']
['3', '738', '487', '212', '483']
['164', '836', '500', '76', '958']
['547', '278', '861', '394', '584']
['567', '635', '389', '322', '69']
['39', '762', '230', '825', '105']
['56', '0', '13', '919', '140']
['731', '790', '25', '941', '543']
['160', '478', '210', '693', '326']
['216', '833', '614', '869', '968']
['777', '949', '99', '832', '768']
['680', '980', '629', '245', '532']
['950', '119', '338', '965', '125']
['860', '978', '444', '998', '704']
