['16', '106', '54', '113', '272', '37', '283', '48', '311', '398', '349', '125', '377', '317', '340', '226', '239', '270', '155', '191']
['300', '67', '183', '7', '365', '57', '238', '229', '288', '135', '80', '51', '47', '269', '337', '352', '20', '277', '161', '169']
['303', '102', '94', '230', '219', '6', '170', '117', '241', '217', '110', '223', '384', '321', '162', '343', '304', '197', '88', '236']
['166', '305', '364', '31', '85', '174', '193', '293', '134', '42', '198', '49', '260', '351', '111', '294', '114', '130', '367', '216']
['395', '165', '396', '196', '368', '45', '175', '224', '12', '333', '234', '204', '296', '127', '112', '281', '103', '8', '356', '310']
['120', '171', '235', '298', '21', '246', '380', '257', '144', '128', '228', '218', '23', '98', '18', '284', '140', '385', '153', '123']
['308', '245', '33', '244', '41', '163', '10', '222', '30', '15', '147', '207', '19', '160', '108', '138', '167', '221', '185', '154']
['383', '360', '24', '299', '199', '342', '307', '38', '256', '176', '66', '81', '319', '122', '357', '231', '172', '315', '361', '149']
['74', '200', '32', '214', '208', '251', '152', '77', '369', '389', '92', '71', '247', '121', '387', '265', '213', '91', '394', '266']
['50', '372', '68', '313', '306', '355', '84', '373', '344', '159', '9', '63', '301', '116', '89', '105', '350', '59', '90', '83']
['268', '322', '210', '184', '331', '189', '61', '188', '1', '11', '335', '60', '43', '2', '258', '82', '75', '232', '302', '26']
['186', '209', '339', '309', '274', '178', '227', '96', '382', '107', '348', '271', '194', '139', '392', '362', '290', '341', '243', '151']
['248', '249', '17', '58', '53', '353', '181', '262', '326', '76', '28', '366', '393', '35', '86', '65', '314', '370', '325', '190']
['109', '69', '379', '220', '27', '399', '329', '192', '157', '287', '97', '14', '124', '225', '323', '233', '376', '363', '261', '332']
['179', '330', '133', '99', '289', '78', '158', '34', '25', '354', '297', '391', '215', '291', '282', '279', '327', '40', '132', '250']
['104', '164', '324', '359', '136', '148', '237', '276', '70', '142', '240', '263', '278', '146', '143', '316', '397', '0', '318', '259']
['390', '320', '292', '46', '173', '29', '150', '201', '381', '44', '334', '212', '295', '273', '62', '312', '285', '280', '206', '13']
['195', '3', '56', '203', '386', '156', '73', '129', '72', '180', '255', '346', '286', '55', '177', '118', '202', '267', '52', '242']
['39', '374', '145', '79', '5', '336', '115', '64', '253', '119', '378', '347', '388', '345', '131', '137', '375', '168', '264', '22']
['126', '254', '371', '36', '95', '275', '338', '187', '358', '93', '101', '182', '205', '211', '87', '141', '328', '100', '252', '4']
