['658', '203', '743', '681', '210', '307', '576', '498', '569', '946', '28', '291', '185', '833', '918', '642', '596', '480', '490', '518']
['139', '652', '837', '670', '227', '568', '178', '177', '268', '57', '662', '620', '740', '368', '831', '330', '402', '965', '226', '374']
['365', '195', '823', '150', '859', '266', '990', '583', '339', '653', '431', '132', '693', '645', '136', '593', '134', '189', '230', '451']
['808', '207', '301', '513', '876', '340', '241', '963', '261', '219', '995', '930', '137', '792', '986', '952', '805', '32', '623', '695']
['934', '812', '366', '621', '882', '14', '388', '260', '149', '603', '843', '711', '595', '224', '525', '778', '877', '410', '608', '710']
['378', '905', '16', '861', '41', '101', '636', '116', '198', '970', '692', '282', '558', '97', '922', '873', '381', '856', '612', '107']
['580', '336', '197', '122', '437', '407', '46', '331', '519', '105', '862', '954', '640', '848', '767', '328', '643', '574', '564', '566']
['936', '314', '419', '755', '453', '902', '433', '275', '144', '819', '68', '914', '29', '55', '785', '939', '804', '847', '278', '760']
['691', '382', '13', '860', '668', '98', '917', '950', '187', '817', '124', '553', '468', '720', '192', '250', '358', '333', '425', '764']
['173', '421', '579', '748', '179', '796', '663', '175', '449', '889', '80', '396', '284', '634', '289', '704', '797', '959', '243', '790']
['521', '58', '648', '169', '485', '556', '162', '559', '104', '355', '466', '807', '742', '978', '288', '237', '401', '997', '127', '672']
['356', '56', '430', '287', '300', '463', '19', '49', '446', '988', '717', '256', '761', '1', '744', '168', '170', '489', '171', '345']
['687', '883', '5', '529', '375', '123', '109', '8', '62', '106', '943', '927', '362', '418', '487', '976', '714', '638', '121', '436']
['40', '303', '846', '722', '295', '475', '361', '325', '429', '958', '387', '363', '679', '781', '635', '667', '896', '892', '828', '194']
['409', '12', '153', '732', '206', '718', '891', '54', '267', '48', '664', '814', '707', '412', '784', '787', '334', '911', '454', '15']
['646', '504', '6', '464', '247', '631', '526', '999', '370', '142', '434', '424', '701', '975', '482', '624', '318', '393', '63', '404']
['416', '961', '506', '747', '232', '532', '866', '117', '768', '415', '462', '357', '298', '3', '548', '750', '741', '507', '111', '925']
['544', '770', '844', '343', '540', '338', '835', '465', '221', '841', '215', '371', '251', '110', '353', '731', '398', '985', '987', '383']
['754', '622', '83', '637', '183', '96', '205', '408', '157', '599', '317', '264', '752', '88', '855', '447', '283', '42', '561', '733']
['508', '503', '887', '196', '818', '549', '112', '486', '313', '391', '66', '729', '827', '87', '191', '73', '923', '259', '274', '801']
['148', '461', '81', '682', '7', '129', '17', '332', '47', '180', '281', '78', '43', '517', '95', '263', '534', '161', '967', '738']
['327', '840', '601', '769', '874', '119', '560', '380', '726', '651', '471', '932', '277', '108', '326', '858', '863', '587', '675', '100']
['143', '780', '272', '857', '809', '716', '257', '492', '607', '565', '114', '951', '890', '598', '512', '685', '245', '520', '445', '440']
['798', '524', '23', '931', '342', '193', '628', '103', '723', '505', '572', '406', '875', '467', '39', '592', '771', '379', '26', '644']
['749', '167', '676', '735', '851', '364', '70', '575', '218', '705', '236', '615', '495', '996', '791', '765', '895', '420', '555', '903']
['441', '276', '751', '252', '669', '140', '552', '632', '509', '473', '324', '51', '536', '802', '496', '411', '344', '265', '377', '867']
['394', '665', '72', '297', '346', '234', '839', '413', '373', '897', '511', '680', '75', '133', '204', '214', '983', '501', '793', '37']
['829', '273', '319', '696', '86', '912', '746', '960', '854', '422', '774', '428', '90', '619', '65', '734', '803', '125', '838', '320']
['392', '868', '253', '403', '981', '208', '389', '661', '901', '581', '656', '822', '973', '213', '385', '395', '53', '36', '944', '940']
['980', '184', '849', '426', '61', '535', '239', '76', '908', '306', '308', '510', '715', '472', '547', '684', '982', '991', '989', '629']
['159', '690', '949', '597', '350', '348', '91', '913', '423', '390', '290', '562', '633', '957', '660', '154', '294', '126', '296', '533']
['240', '702', '164', '610', '588', '82', '74', '217', '24', '166', '699', '455', '99', '968', '948', '249', '666', '270', '915', '202']
['589', '484', '541', '115', '130', '724', '736', '9', '826', '414', '683', '617', '481', '955', '460', '627', '582', '233', '686', '698']
['483', '881', '89', '758', '135', '992', '155', '756', '993', '820', '186', '966', '721', '476', '697', '500', '869', '156', '885', '229']
['141', '94', '898', '591', '953', '678', '712', '655', '341', '815', '199', '448', '956', '271', '937', '64', '964', '853', '92', '811']
['974', '689', '163', '93', '102', '616', '160', '688', '85', '984', '321', '452', '79', '542', '759', '531', '762', '337', '879', '182']
